id,week,season,operator,operator_slate_id,operator_start_time,sportsdata_id,number_of_games,name,game_type,is_multi_day_slate,salary_cap,roster_slots,active,updated_at,display_name,status,league,rts_id
1308,8,2021REG,DraftKings,58421,10/31/2021 13:00,7277,1,PIT vs CLE,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,12:41.9,PIT vs CLE,disabled,nfl,0
1309,8,2021REG,DraftKings,58422,10/31/2021 13:00,7278,1,PHI vs DET,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,12:47.9,PHI vs DET,disabled,nfl,0
1310,8,2021REG,DraftKings,58423,10/31/2021 13:00,7279,1,CAR vs ATL,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,12:55.2,CAR vs ATL,disabled,nfl,0
1313,8,2021REG,DraftKings,58424,10/31/2021 16:05,7269,1,NE vs LAC,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,15:03.6,NE vs LAC,disabled,nfl,0
1314,8,2021REG,DraftKings,58425,10/31/2021 16:05,7270,1,JAX vs SEA,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,15:10.0,JAX vs SEA,disabled,nfl,0
1316,8,2021REG,DraftKings,58426,10/31/2021 16:25,7266,1,WAS vs DEN,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,15:34.8,WAS vs DEN,disabled,nfl,0
1317,8,2021REG,DraftKings,58427,10/31/2021 16:25,7267,1,TB vs NO,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,15:42.6,TB vs NO,disabled,nfl,0
1319,8,2021REG,DraftKings,58428,10/31/2021 20:20,7264,1,DAL vs MIN,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,16:14.6,DAL vs MIN,disabled,nfl,0
1321,8,2021REG,DraftKings,58429,11/1/2021 20:15,7262,1,NYG vs KC,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,26:19.8,NYG vs KC,active,nfl,0
1368,9,2021REG,DraftKings,58430,11/4/2021 20:20,7260,1,NYJ vs IND,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,39:00.1,NYJ vs IND,disabled,nfl,0
1390,9,2021REG,DraftKings,58823,11/7/2021 13:00,7381,1,HOU vs MIA,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,39:03.4,HOU vs MIA,disabled,nfl,0
1391,9,2021REG,DraftKings,58824,11/7/2021 13:00,7382,1,ATL vs NO,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,39:04.0,ATL vs NO,disabled,nfl,0
1392,9,2021REG,DraftKings,58825,11/7/2021 13:00,7383,1,DEN vs DAL,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,39:04.4,DEN vs DAL,disabled,nfl,0
1393,9,2021REG,DraftKings,58826,11/7/2021 13:00,7384,1,NE vs CAR,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,39:04.9,NE vs CAR,disabled,nfl,0
1394,9,2021REG,DraftKings,58827,11/7/2021 13:00,7385,1,MIN vs BAL,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,39:05.5,MIN vs BAL,disabled,nfl,0
1395,9,2021REG,DraftKings,58828,11/7/2021 13:00,7386,1,CLE vs CIN,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,39:06.0,CLE vs CIN,disabled,nfl,0
1396,9,2021REG,DraftKings,58829,11/7/2021 13:00,7387,1,LV vs NYG,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,39:06.4,LV vs NYG,disabled,nfl,0
1397,9,2021REG,DraftKings,58836,11/7/2021 13:00,7388,1,BUF vs JAX,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,39:06.8,BUF vs JAX,disabled,nfl,0
1398,9,2021REG,DraftKings,58830,11/7/2021 16:05,7378,1,LAC vs PHI,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,39:07.4,LAC vs PHI,disabled,nfl,0
1399,9,2021REG,DraftKings,58831,11/7/2021 16:25,7375,1,GB vs KC,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,39:07.9,GB vs KC,disabled,nfl,0
1400,9,2021REG,DraftKings,58832,11/7/2021 16:25,7376,1,ARI vs SF,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,39:08.7,ARI vs SF,disabled,nfl,0
1401,9,2021REG,DraftKings,58833,11/7/2021 20:20,7372,1,TEN vs LAR,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,39:10.7,TEN vs LAR,disabled,nfl,0
1402,9,2021REG,DraftKings,58834,11/8/2021 20:15,7370,1,CHI vs PIT,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,02:36.3,CHI vs PIT,active,nfl,0
1437,10,2021REG,DraftKings,59032,11/11/2021 20:20,7435,1,BAL vs MIA,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,51:10.4,BAL vs MIA,disabled,nfl,0
1441,10,2021REG,DraftKings,59101,11/14/2021 13:00,7455,1,BUF vs NYJ,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,52:03.2,BUF vs NYJ,disabled,nfl,0
1442,10,2021REG,DraftKings,59106,11/14/2021 13:00,7456,1,TB vs WAS,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,52:08.6,TB vs WAS,disabled,nfl,0
1443,10,2021REG,DraftKings,59109,11/14/2021 13:00,7457,1,ATL vs DAL,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,52:14.2,ATL vs DAL,disabled,nfl,0
1444,10,2021REG,DraftKings,59111,11/14/2021 13:00,7458,1,NO vs TEN,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,52:22.0,NO vs TEN,disabled,nfl,0
1445,10,2021REG,DraftKings,59114,11/14/2021 13:00,7459,1,JAX vs IND,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,52:28.5,JAX vs IND,disabled,nfl,0
1446,10,2021REG,DraftKings,59117,11/14/2021 13:00,7460,1,DET vs PIT,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,52:34.8,DET vs PIT,disabled,nfl,0
1447,10,2021REG,DraftKings,59119,11/14/2021 13:00,7461,1,CLE vs NE,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,52:42.0,CLE vs NE,disabled,nfl,0
1450,10,2021REG,DraftKings,59124,11/14/2021 16:05,7450,1,MIN vs LAC,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,54:04.5,MIN vs LAC,disabled,nfl,0
1451,10,2021REG,DraftKings,59163,11/14/2021 16:05,7451,1,CAR vs ARI,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,54:10.3,CAR vs ARI,disabled,nfl,0
1453,10,2021REG,DraftKings,59164,11/14/2021 16:25,7447,1,PHI vs DEN,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,54:26.0,PHI vs DEN,disabled,nfl,0
1454,10,2021REG,DraftKings,59165,11/14/2021 16:25,7448,1,SEA vs GB,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,54:31.3,SEA vs GB,disabled,nfl,0
1456,10,2021REG,DraftKings,59166,11/14/2021 20:20,7443,1,KC vs LV,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,54:53.6,KC vs LV,disabled,nfl,0
1458,10,2021REG,DraftKings,59167,11/15/2021 20:15,7440,1,LAR vs SF,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,55:18.3,LAR vs SF,active,nfl,0
1505,11,2021REG,DraftKings,59168,11/18/2021 20:20,7437,1,NE vs ATL,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",TRUE,38:38.2,*DO NOT USE*,disabled,nfl,0
1518,11,2021REG,DraftKings,59540,11/18/2021 20:20,7572,1,NE vs ATL,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,39:45.3,NE vs ATL,disabled,nfl,0
1519,11,2021REG,DraftKings,59506,11/21/2021 13:00,7555,1,HOU vs TEN,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,42:32.7,HOU vs TEN,disabled,nfl,0
1520,11,2021REG,DraftKings,59507,11/21/2021 13:00,7556,1,IND vs BUF,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,42:39.4,IND vs BUF,disabled,nfl,0
1521,11,2021REG,DraftKings,59508,11/21/2021 13:00,7557,1,NO vs PHI,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,42:48.3,NO vs PHI,disabled,nfl,0
1522,11,2021REG,DraftKings,59509,11/21/2021 13:00,7558,1,MIA vs NYJ,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,42:55.1,MIA vs NYJ,disabled,nfl,0
1523,11,2021REG,DraftKings,59510,11/21/2021 13:00,7559,1,WAS vs CAR,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,43:03.6,WAS vs CAR,disabled,nfl,0
1524,11,2021REG,DraftKings,59511,11/21/2021 13:00,7560,1,DET vs CLE,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,43:08.7,DET vs CLE,disabled,nfl,0
1525,11,2021REG,DraftKings,59512,11/21/2021 13:00,7561,1,SF vs JAX,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,43:13.3,SF vs JAX,disabled,nfl,0
1526,11,2021REG,DraftKings,59513,11/21/2021 13:00,7562,1,GB vs MIN,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,43:20.2,GB vs MIN,disabled,nfl,0
1527,11,2021REG,DraftKings,59514,11/21/2021 13:00,7563,1,BAL vs CHI,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,43:26.8,BAL vs CHI,disabled,nfl,0
1528,11,2021REG,DraftKings,59515,11/21/2021 16:05,7552,1,CIN vs LV,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,43:54.1,CIN vs LV,disabled,nfl,0
1529,11,2021REG,DraftKings,59516,11/21/2021 16:25,7549,1,ARI vs SEA,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,44:05.8,ARI vs SEA,disabled,nfl,0
1530,11,2021REG,DraftKings,59517,11/21/2021 16:25,7550,1,DAL vs KC,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,44:15.2,DAL vs KC,disabled,nfl,0
1531,11,2021REG,DraftKings,59518,11/21/2021 20:20,7546,1,PIT vs LAC,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,42:55.8,PIT vs LAC,disabled,nfl,0
1532,11,2021REG,DraftKings,59519,11/22/2021 20:15,7544,1,NYG vs TB,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,16:03.3,NYG vs TB,disabled,nfl,0
1576,12,2021REG,DraftKings,58835,11/25/2021 12:30,7367,3,BAL vs MIA,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",TRUE,21:26.9,NULL,disabled,nfl,0
1577,12,2021REG,DraftKings,59520,11/25/2021 12:30,7540,1,CHI vs DET,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,21:27.1,CHI vs DET,disabled,nfl,0
1579,12,2021REG,DraftKings,59521,11/25/2021 16:30,7537,1,LV vs DAL,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,21:51.7,LV vs DAL,disabled,nfl,0
1582,12,2021REG,DraftKings,59522,11/25/2021 20:20,7535,1,BUF vs NO,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,23:06.6,BUF vs NO,disabled,nfl,0
1601,12,2021REG,DraftKings,59881,11/28/2021 13:00,7659,1,NYJ vs HOU,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,24:03.8,NYJ vs HOU,disabled,nfl,0
1602,12,2021REG,DraftKings,59882,11/28/2021 13:00,7660,1,TB vs IND,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,24:09.4,TB vs IND,disabled,nfl,0
1603,12,2021REG,DraftKings,59883,11/28/2021 13:00,7661,1,PHI vs NYG,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,24:15.4,PHI vs NYG,disabled,nfl,0
1604,12,2021REG,DraftKings,59884,11/28/2021 13:00,7662,1,CAR vs MIA,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,24:21.7,CAR vs MIA,disabled,nfl,0
1605,12,2021REG,DraftKings,59885,11/28/2021 13:00,7663,1,TEN vs NE,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,24:28.0,TEN vs NE,disabled,nfl,0
1606,12,2021REG,DraftKings,59886,11/28/2021 13:00,7664,1,PIT vs CIN,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,24:38.2,PIT vs CIN,disabled,nfl,0
1607,12,2021REG,DraftKings,59887,11/28/2021 13:00,7665,1,ATL vs JAX,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,24:43.9,ATL vs JAX,disabled,nfl,0
1610,12,2021REG,DraftKings,59888,11/28/2021 16:05,7656,1,LAC vs DEN,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,26:13.0,LAC vs DEN,disabled,nfl,0
1612,12,2021REG,DraftKings,59889,11/28/2021 16:25,7653,1,LAR vs GB,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,26:27.4,LAR vs GB,disabled,nfl,0
1613,12,2021REG,DraftKings,59890,11/28/2021 16:25,7654,1,MIN vs SF,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,26:33.2,MIN vs SF,disabled,nfl,0
1615,12,2021REG,DraftKings,59891,11/28/2021 20:20,7651,1,CLE vs BAL,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,27:00.5,CLE vs BAL,disabled,nfl,0
1617,12,2021REG,DraftKings,59892,11/29/2021 20:15,7649,1,SEA vs WAS,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,27:26.9,SEA vs WAS,active,nfl,0
1671,13,2021REG,DraftKings,59893,12/2/2021 20:20,7647,1,DAL vs NO,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,43:58.3,DAL vs NO,disabled,nfl,0
1686,13,2021REG,DraftKings,60257,12/5/2021 13:00,7738,1,IND vs HOU,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,47:16.5,IND vs HOU,disabled,nfl,0
1687,13,2021REG,DraftKings,60258,12/5/2021 13:00,7739,1,NYG vs MIA,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,47:23.7,NYG vs MIA,disabled,nfl,0
1688,13,2021REG,DraftKings,60259,12/5/2021 13:00,7740,1,MIN vs DET,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,47:36.9,MIN vs DET,disabled,nfl,0
1689,13,2021REG,DraftKings,60260,12/5/2021 13:00,7741,1,PHI vs NYJ,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,47:47.5,PHI vs NYJ,disabled,nfl,0
1690,13,2021REG,DraftKings,60261,12/5/2021 13:00,7742,1,ARI vs CHI,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,47:55.0,ARI vs CHI,disabled,nfl,0
1691,13,2021REG,DraftKings,60262,12/5/2021 13:00,7743,1,LAC vs CIN,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,48:02.1,LAC vs CIN,disabled,nfl,0
1692,13,2021REG,DraftKings,60263,12/5/2021 13:00,7744,1,TB vs ATL,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,48:09.4,TB vs ATL,disabled,nfl,0
1695,13,2021REG,DraftKings,60264,12/5/2021 16:05,7736,1,WAS vs LV,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,41:23.0,WAS vs LV,disabled,nfl,0
1696,13,2021REG,DraftKings,60265,12/5/2021 16:05,7737,1,JAX vs LAR,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,41:23.6,JAX vs LAR,disabled,nfl,0
1698,13,2021REG,DraftKings,60267,12/5/2021 16:25,7757,1,BAL vs PIT,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,41:24.0,BAL vs PIT,disabled,nfl,0
1699,13,2021REG,DraftKings,60268,12/5/2021 16:25,7758,1,SF vs SEA,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,41:26.8,SF vs SEA,disabled,nfl,0
1701,13,2021REG,DraftKings,60269,12/5/2021 20:20,7754,1,DEN vs KC,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,24:05.2,DEN vs KC,disabled,nfl,0
1703,13,2021REG,DraftKings,60270,12/6/2021 20:15,7752,1,NE vs BUF,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,23:28.9,NE vs BUF,active,nfl,0
1740,14,2021REG,DraftKings,60271,12/9/2021 20:20,7750,1,PIT vs MIN,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,31:11.4,PIT vs MIN,disabled,nfl,0
1761,14,2021REG,DraftKings,60542,12/12/2021 13:00,7834,1,SEA vs HOU,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,35:35.2,SEA vs HOU,disabled,nfl,0
1762,14,2021REG,DraftKings,60543,12/12/2021 13:00,7835,1,DAL vs WAS,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,35:42.8,DAL vs WAS,disabled,nfl,0
1763,14,2021REG,DraftKings,60544,12/12/2021 13:00,7836,1,JAX vs TEN,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,35:50.5,JAX vs TEN,disabled,nfl,0
1764,14,2021REG,DraftKings,60545,12/12/2021 13:00,7837,1,LV vs KC,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,35:58.7,LV vs KC,disabled,nfl,0
1765,14,2021REG,DraftKings,60546,12/12/2021 13:00,7838,1,NO vs NYJ,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,36:06.2,NO vs NYJ,disabled,nfl,0
1766,14,2021REG,DraftKings,60547,12/12/2021 13:00,7839,1,ATL vs CAR,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,36:14.2,ATL vs CAR,disabled,nfl,0
1767,14,2021REG,DraftKings,60548,12/12/2021 13:00,7840,1,BAL vs CLE,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,36:21.1,BAL vs CLE,disabled,nfl,0
1768,14,2021REG,DraftKings,60549,12/12/2021 16:05,7852,1,NYG vs LAC,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,36:57.1,NYG vs LAC,disabled,nfl,0
1769,14,2021REG,DraftKings,60550,12/12/2021 16:05,7853,1,DET vs DEN,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,37:05.6,DET vs DEN,disabled,nfl,0
1770,14,2021REG,DraftKings,60551,12/12/2021 16:25,7849,1,SF vs CIN,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,37:20.5,SF vs CIN,disabled,nfl,0
1771,14,2021REG,DraftKings,60552,12/12/2021 16:25,7850,1,BUF vs TB,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,37:27.5,BUF vs TB,disabled,nfl,0
1772,14,2021REG,DraftKings,60553,12/12/2021 20:20,7846,1,CHI vs GB,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,37:56.9,CHI vs GB,disabled,nfl,0
1773,14,2021REG,DraftKings,60554,12/13/2021 20:15,7844,1,LAR vs ARI,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,38:29.5,LAR vs ARI,active,nfl,0
1810,15,2021REG,DraftKings,60555,12/16/2021 20:20,7842,1,KC vs LAC,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,32:14.2,KC vs LAC,disabled,nfl,0
1814,15,2021REG,DraftKings,60951,12/18/2021 16:30,7926,1,LV vs CLE,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",TRUE,34:21.8,LV vs CLE,disabled,nfl,0
1851,15,2021REG,DraftKings,60980,12/18/2021 20:20,7973,1,NE vs IND,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,38:39.4,NE vs IND,disabled,nfl,0
1852,15,2021REG,DraftKings,60981,12/19/2021 13:00,7966,1,DAL vs NYG,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,45:24.4,DAL vs NYG,disabled,nfl,0
1853,15,2021REG,DraftKings,60982,12/19/2021 13:00,7967,1,HOU vs JAX,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,45:58.2,HOU vs JAX,disabled,nfl,0
1854,15,2021REG,DraftKings,60983,12/19/2021 13:00,7968,1,TEN vs PIT,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,46:21.2,TEN vs PIT,disabled,nfl,0
1855,15,2021REG,DraftKings,60984,12/19/2021 13:00,7969,1,ARI vs DET,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,46:49.2,ARI vs DET,disabled,nfl,0
1856,15,2021REG,DraftKings,60985,12/19/2021 13:00,7970,1,NYJ vs MIA,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,47:14.4,NYJ vs MIA,disabled,nfl,0
1857,15,2021REG,DraftKings,60986,12/19/2021 13:00,7971,1,WAS vs PHI,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",TRUE,47:57.5,WAS vs PHI,disabled,nfl,0
1858,15,2021REG,DraftKings,60987,12/19/2021 13:00,7972,1,CAR vs BUF,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,48:07.7,CAR vs BUF,disabled,nfl,0
1859,15,2021REG,DraftKings,60988,12/19/2021 16:05,7963,1,CIN vs DEN,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,49:43.5,CIN vs DEN,disabled,nfl,0
1860,15,2021REG,DraftKings,60989,12/19/2021 16:05,7964,1,ATL vs SF,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,49:57.7,ATL vs SF,disabled,nfl,0
1861,15,2021REG,DraftKings,60990,12/19/2021 16:25,7960,1,GB vs BAL,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,50:45.4,GB vs BAL,disabled,nfl,0
1862,15,2021REG,DraftKings,60991,12/19/2021 16:25,7961,1,SEA vs LAR,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",TRUE,51:20.2,SEA vs LAR,disabled,nfl,0
1863,15,2021REG,DraftKings,60992,12/19/2021 20:20,7958,1,NO vs TB,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,52:14.3,NO vs TB,disabled,nfl,0
1864,15,2021REG,DraftKings,60993,12/20/2021 20:15,7956,1,MIN vs CHI,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,08:03.2,MIN vs CHI,disabled,nfl,0
1888,15,2021REG,DraftKings,61127,12/20/2021 17:00,8015,1,LV vs CLE,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,07:59.8,LV vs CLE,disabled,nfl,0
