Lineup,Count,Expected Dupes (Simple Method),Slate Id,Simmed Duplicates
CPT Najee Harris FLEX Geno Smith FLEX Diontae Johnson FLEX Chase Claypool FLEX DeeJay Dallas FLEX Colby Parkinson,3,1.0,1181,1.0
CPT Najee Harris FLEX Geno Smith FLEX Diontae Johnson FLEX Chase Claypool FLEX DeeJay Dallas FLEX Benny Snell Jr.,4,16.0,1181,1.0
CPT Najee Harris FLEX Geno Smith FLEX Diontae Johnson FLEX Chase Claypool FLEX Anthony Miller FLEX DeeJay Dallas,3,26.0,1181,1.0
CPT Najee Harris FLEX Geno Smith FLEX Diontae Johnson FLEX Chase Claypool FLEX DeeJay Dallas FLEX Zach Gentry,1,3.0,1181,1.0
CPT Diontae Johnson FLEX Najee Harris FLEX Chase Claypool FLEX Tyler Lockett FLEX Jason Myers FLEX Will Dissly,15,12.0,1181,20.0
CPT DK Metcalf FLEX Diontae Johnson FLEX Chase Claypool FLEX Alex Collins FLEX Steelers  FLEX Pat Freiermuth,2,14.0,1181,1.0
CPT DK Metcalf FLEX Diontae Johnson FLEX Tyler Lockett FLEX Alex Collins FLEX Gerald Everett FLEX Chris Boswell,6,17.0,1181,7.0
CPT Alex Collins FLEX Najee Harris FLEX DK Metcalf FLEX Chase Claypool FLEX James Washington FLEX Will Dissly,1,8.0,1181,1.0
CPT Seahawks  FLEX Najee Harris FLEX DK Metcalf FLEX Diontae Johnson FLEX Steelers  FLEX Chris Boswell,1,2.0,1181,0.0
CPT DK Metcalf FLEX Najee Harris FLEX Tyler Lockett FLEX Alex Collins FLEX Eric Ebron FLEX Ray-Ray McCloud III,1,2.0,1181,0.0
CPT DK Metcalf FLEX Najee Harris FLEX Diontae Johnson FLEX Steelers  FLEX Freddie Swain FLEX DeeJay Dallas,1,22.0,1181,1.0
CPT Najee Harris FLEX Ben Roethlisberger FLEX Geno Smith FLEX Gerald Everett FLEX Pat Freiermuth FLEX Freddie Swain,25,27.0,1181,2.0
CPT Alex Collins FLEX Ben Roethlisberger FLEX Diontae Johnson FLEX Tyler Lockett FLEX James Washington FLEX Chris Boswell,3,15.0,1181,3.0
CPT DK Metcalf FLEX Najee Harris FLEX Ben Roethlisberger FLEX Diontae Johnson FLEX Travis Homer FLEX Phillip Dorsett II,2,0.0,1181,0.0
CPT Pat Freiermuth FLEX Najee Harris FLEX Geno Smith FLEX Chase Claypool FLEX Alex Collins FLEX James Washington,1,4.0,1181,0.0
CPT Steelers  FLEX Najee Harris FLEX Geno Smith FLEX Chase Claypool FLEX Alex Collins FLEX Eric Ebron,8,11.0,1181,7.0
CPT Chris Boswell FLEX Najee Harris FLEX Ben Roethlisberger FLEX Diontae Johnson FLEX Chase Claypool FLEX Penny Hart,1,1.0,1181,1.0
CPT DeeJay Dallas FLEX Najee Harris FLEX Ben Roethlisberger FLEX Chase Claypool FLEX Tyler Lockett FLEX Alex Collins,5,13.0,1181,10.0
CPT Diontae Johnson FLEX Najee Harris FLEX Geno Smith FLEX Gerald Everett FLEX Eric Ebron FLEX Freddie Swain,1,9.0,1181,0.0
CPT Diontae Johnson FLEX Geno Smith FLEX DK Metcalf FLEX Alex Collins FLEX Gerald Everett FLEX Ray-Ray McCloud III,1,5.0,1181,0.0
CPT Diontae Johnson FLEX Ben Roethlisberger FLEX DK Metcalf FLEX Gerald Everett FLEX Chris Boswell FLEX Jason Myers,2,11.0,1181,0.0
CPT Jason Myers FLEX Najee Harris FLEX Geno Smith FLEX Diontae Johnson FLEX Steelers  FLEX Seahawks ,1,0.0,1181,0.0
CPT Tyler Lockett FLEX Najee Harris FLEX DK Metcalf FLEX Alex Collins FLEX Chris Boswell FLEX Seahawks ,7,5.0,1181,11.0
CPT Ben Roethlisberger FLEX Najee Harris FLEX Geno Smith FLEX Steelers  FLEX Jason Myers FLEX Will Dissly,1,2.0,1181,0.0
CPT Geno Smith FLEX Najee Harris FLEX Ben Roethlisberger FLEX Alex Collins FLEX Gerald Everett FLEX Phillip Dorsett II,1,0.0,1181,0.0
CPT Phillip Dorsett II FLEX Najee Harris FLEX DK Metcalf FLEX Diontae Johnson FLEX Chase Claypool FLEX Alex Collins,1,0.0,1181,0.0
CPT Chase Claypool FLEX Najee Harris FLEX Diontae Johnson FLEX Alex Collins FLEX James Washington FLEX DeeJay Dallas,2,45.0,1181,3.0
CPT James Washington FLEX Najee Harris FLEX Diontae Johnson FLEX Tyler Lockett FLEX Alex Collins FLEX Eric Ebron,2,7.0,1181,1.0
CPT Najee Harris FLEX DK Metcalf FLEX Tyler Lockett FLEX Alex Collins FLEX Mason Rudolph FLEX Travis Homer,1,0.0,1181,1.0
CPT Gerald Everett FLEX Ben Roethlisberger FLEX Geno Smith FLEX Diontae Johnson FLEX Alex Collins FLEX Jason Myers,3,3.0,1181,1.0
CPT Najee Harris FLEX Geno Smith FLEX DK Metcalf FLEX Gerald Everett FLEX Pat Freiermuth FLEX Freddie Swain,6,22.0,1181,0.0
CPT Najee Harris FLEX Ben Roethlisberger FLEX DK Metcalf FLEX Steelers  FLEX Seahawks  FLEX Will Dissly,4,4.0,1181,4.0
CPT Najee Harris FLEX Ben Roethlisberger FLEX DK Metcalf FLEX James Washington FLEX Eric Ebron FLEX Will Dissly,3,7.0,1181,0.0
CPT Najee Harris FLEX Geno Smith FLEX DK Metcalf FLEX Steelers  FLEX Gerald Everett FLEX Travis Homer,2,7.0,1181,1.0
CPT Najee Harris FLEX Ben Roethlisberger FLEX Chase Claypool FLEX Gerald Everett FLEX Eric Ebron FLEX Pat Freiermuth,2,13.0,1181,1.0
CPT Najee Harris FLEX Ben Roethlisberger FLEX DK Metcalf FLEX Gerald Everett FLEX Jason Myers FLEX Ray-Ray McCloud III,4,6.0,1181,0.0
CPT Alex Collins FLEX Diontae Johnson FLEX Chase Claypool FLEX Tyler Lockett FLEX Chris Boswell FLEX Jason Myers,1,10.0,1181,1.0
CPT DK Metcalf FLEX Najee Harris FLEX Chase Claypool FLEX Alex Collins FLEX Chris Boswell FLEX Freddie Swain,16,34.0,1181,21.0
CPT DeeJay Dallas FLEX Najee Harris FLEX DK Metcalf FLEX Chase Claypool FLEX Tyler Lockett FLEX Alex Collins,1,11.0,1181,1.0
CPT Chris Boswell FLEX Najee Harris FLEX Diontae Johnson FLEX Chase Claypool FLEX Steelers  FLEX Gerald Everett,1,3.0,1181,1.0
CPT Jason Myers FLEX Najee Harris FLEX Diontae Johnson FLEX Chase Claypool FLEX Tyler Lockett FLEX Chris Boswell,7,3.0,1181,2.0
CPT Diontae Johnson FLEX Najee Harris FLEX Tyler Lockett FLEX Steelers  FLEX Pat Freiermuth FLEX Freddie Swain,1,16.0,1181,0.0
CPT Ben Roethlisberger FLEX Diontae Johnson FLEX Tyler Lockett FLEX Alex Collins FLEX Gerald Everett FLEX Pat Freiermuth,6,8.0,1181,2.0
CPT James Washington FLEX Najee Harris FLEX Ben Roethlisberger FLEX Geno Smith FLEX Alex Collins FLEX DeeJay Dallas,19,18.0,1181,6.0
CPT Eric Ebron FLEX Najee Harris FLEX Ben Roethlisberger FLEX Geno Smith FLEX Gerald Everett FLEX Chris Boswell,1,2.0,1181,0.0
CPT Benny Snell Jr. FLEX Najee Harris FLEX Ben Roethlisberger FLEX Diontae Johnson FLEX Tyler Lockett FLEX Alex Collins,2,2.0,1181,3.0
CPT Anthony Miller FLEX Najee Harris FLEX Ben Roethlisberger FLEX Diontae Johnson FLEX Tyler Lockett FLEX Alex Collins,17,3.0,1181,8.0
CPT DK Metcalf FLEX Najee Harris FLEX Geno Smith FLEX Steelers  FLEX Jason Myers FLEX Will Dissly,1,3.0,1181,1.0
CPT DK Metcalf FLEX Najee Harris FLEX Geno Smith FLEX Chris Boswell FLEX Jason Myers FLEX Ray-Ray McCloud III,1,2.0,1181,0.0
CPT Diontae Johnson FLEX Geno Smith FLEX Tyler Lockett FLEX Alex Collins FLEX Gerald Everett FLEX Jason Myers,1,10.0,1181,0.0
CPT Diontae Johnson FLEX Najee Harris FLEX Ben Roethlisberger FLEX Steelers  FLEX Freddie Swain FLEX Travis Homer,5,8.0,1181,0.0
CPT Diontae Johnson FLEX Geno Smith FLEX Tyler Lockett FLEX Alex Collins FLEX Chris Boswell FLEX Seahawks ,2,5.0,1181,0.0
CPT Diontae Johnson FLEX Ben Roethlisberger FLEX Alex Collins FLEX James Washington FLEX Gerald Everett FLEX Chris Boswell,2,14.0,1181,0.0
CPT Pat Freiermuth FLEX Najee Harris FLEX Geno Smith FLEX Diontae Johnson FLEX Chase Claypool FLEX Seahawks ,1,1.0,1181,1.0
CPT Diontae Johnson FLEX Najee Harris FLEX Geno Smith FLEX Pat Freiermuth FLEX Freddie Swain FLEX Penny Hart,1,2.0,1181,0.0
CPT Diontae Johnson FLEX Geno Smith FLEX Tyler Lockett FLEX Alex Collins FLEX Gerald Everett FLEX DeeJay Dallas,1,20.0,1181,0.0
CPT Najee Harris FLEX Chase Claypool FLEX Tyler Lockett FLEX Alex Collins FLEX Steelers  FLEX Travis Homer,4,16.0,1181,5.0
CPT Najee Harris FLEX Chase Claypool FLEX Alex Collins FLEX Steelers  FLEX James Washington FLEX Jason Myers,9,17.0,1181,1.0
CPT Najee Harris FLEX Chase Claypool FLEX Tyler Lockett FLEX Alex Collins FLEX Pat Freiermuth FLEX Freddie Swain,8,49.0,1181,2.0
CPT Chase Claypool FLEX Najee Harris FLEX Diontae Johnson FLEX Alex Collins FLEX Steelers  FLEX Ray-Ray McCloud III,9,11.0,1181,0.0
CPT Ben Roethlisberger FLEX Geno Smith FLEX Diontae Johnson FLEX Alex Collins FLEX Chris Boswell FLEX Anthony Miller,1,4.0,1181,0.0
CPT Pat Freiermuth FLEX Najee Harris FLEX Ben Roethlisberger FLEX Geno Smith FLEX DK Metcalf FLEX Freddie Swain,45,5.0,1181,4.0
CPT Gerald Everett FLEX Najee Harris FLEX Ben Roethlisberger FLEX Geno Smith FLEX Alex Collins FLEX Ray-Ray McCloud III,4,2.0,1181,0.0
CPT Alex Collins FLEX Ben Roethlisberger FLEX Geno Smith FLEX Diontae Johnson FLEX Gerald Everett FLEX Seahawks ,2,3.0,1181,1.0
CPT Najee Harris FLEX Ben Roethlisberger FLEX Chase Claypool FLEX Alex Collins FLEX Freddie Swain FLEX Travis Homer,3,26.0,1181,2.0
CPT James Washington FLEX Najee Harris FLEX Geno Smith FLEX DK Metcalf FLEX Alex Collins FLEX DeeJay Dallas,1,15.0,1181,0.0
CPT Najee Harris FLEX Ben Roethlisberger FLEX Tyler Lockett FLEX Chris Boswell FLEX Seahawks  FLEX DeeJay Dallas,1,12.0,1181,0.0
CPT Najee Harris FLEX Ben Roethlisberger FLEX Chase Claypool FLEX Gerald Everett FLEX Chris Boswell FLEX Will Dissly,2,23.0,1181,1.0
CPT Najee Harris FLEX Ben Roethlisberger FLEX Tyler Lockett FLEX Chris Boswell FLEX Jason Myers FLEX Seahawks ,5,6.0,1181,5.0
CPT Tyler Lockett FLEX Najee Harris FLEX Ben Roethlisberger FLEX Alex Collins FLEX Seahawks  FLEX Pat Freiermuth,2,4.0,1181,1.0
CPT James Washington FLEX Najee Harris FLEX Geno Smith FLEX Diontae Johnson FLEX Chris Boswell FLEX Jason Myers,1,7.0,1181,0.0
CPT Najee Harris FLEX Geno Smith FLEX Diontae Johnson FLEX Tyler Lockett FLEX Freddie Swain FLEX Travis Homer,55,21.0,1181,10.0
CPT Najee Harris FLEX Geno Smith FLEX Diontae Johnson FLEX James Washington FLEX Jason Myers FLEX Freddie Swain,6,22.0,1181,8.0
CPT Chase Claypool FLEX Najee Harris FLEX Geno Smith FLEX Alex Collins FLEX Jason Myers FLEX Eric Ebron,6,8.0,1181,5.0
CPT Najee Harris FLEX Geno Smith FLEX Diontae Johnson FLEX James Washington FLEX Freddie Swain FLEX DeeJay Dallas,2,44.0,1181,1.0
CPT Tyler Lockett FLEX Najee Harris FLEX Geno Smith FLEX Alex Collins FLEX Jason Myers FLEX Travis Homer,1,3.0,1181,0.0
CPT Steelers  FLEX Najee Harris FLEX Diontae Johnson FLEX Chase Claypool FLEX Alex Collins FLEX Freddie Swain,8,43.0,1181,9.0
CPT Anthony Miller FLEX Najee Harris FLEX DK Metcalf FLEX Diontae Johnson FLEX Tyler Lockett FLEX Alex Collins,13,2.0,1181,2.0
CPT Ben Roethlisberger FLEX Najee Harris FLEX Diontae Johnson FLEX Tyler Lockett FLEX Ray-Ray McCloud III FLEX DeeJay Dallas,17,7.0,1181,0.0
CPT Ben Roethlisberger FLEX Najee Harris FLEX Chase Claypool FLEX Alex Collins FLEX Pat Freiermuth FLEX Freddie Swain,25,16.0,1181,6.0
CPT DK Metcalf FLEX Ben Roethlisberger FLEX Diontae Johnson FLEX Alex Collins FLEX Gerald Everett FLEX Travis Homer,1,6.0,1181,0.0
CPT Alex Collins FLEX Ben Roethlisberger FLEX Diontae Johnson FLEX Tyler Lockett FLEX James Washington FLEX Pat Freiermuth,4,9.0,1181,0.0
CPT Alex Collins FLEX Najee Harris FLEX Geno Smith FLEX Chase Claypool FLEX James Washington FLEX Eric Ebron,6,6.0,1181,4.0
CPT DK Metcalf FLEX Geno Smith FLEX Diontae Johnson FLEX Alex Collins FLEX Jason Myers FLEX Seahawks ,22,2.0,1181,3.0
CPT Chris Boswell FLEX Najee Harris FLEX Ben Roethlisberger FLEX DK Metcalf FLEX Chase Claypool FLEX Will Dissly,14,3.0,1181,3.0
CPT Alex Collins FLEX Geno Smith FLEX DK Metcalf FLEX Diontae Johnson FLEX Gerald Everett FLEX Seahawks ,3,2.0,1181,0.0
CPT DK Metcalf FLEX Geno Smith FLEX Diontae Johnson FLEX Alex Collins FLEX Seahawks  FLEX DeeJay Dallas,1,4.0,1181,0.0
CPT Diontae Johnson FLEX Najee Harris FLEX Geno Smith FLEX Tyler Lockett FLEX Will Dissly FLEX Penny Hart,1,2.0,1181,0.0
CPT Diontae Johnson FLEX Najee Harris FLEX Geno Smith FLEX James Washington FLEX Chris Boswell FLEX Freddie Swain,3,22.0,1181,1.0
CPT Pat Freiermuth FLEX Najee Harris FLEX Ben Roethlisberger FLEX DK Metcalf FLEX Chase Claypool FLEX Eric Ebron,2,3.0,1181,1.0
CPT Diontae Johnson FLEX Najee Harris FLEX Geno Smith FLEX Chase Claypool FLEX Pat Freiermuth FLEX Anthony Miller,2,8.0,1181,2.0
CPT Diontae Johnson FLEX Najee Harris FLEX Geno Smith FLEX Chase Claypool FLEX Pat Freiermuth FLEX Benny Snell Jr.,1,5.0,1181,1.0
CPT Gerald Everett FLEX Najee Harris FLEX Ben Roethlisberger FLEX DK Metcalf FLEX Chris Boswell FLEX Jason Myers,1,3.0,1181,0.0
CPT Diontae Johnson FLEX Ben Roethlisberger FLEX DK Metcalf FLEX Gerald Everett FLEX Jason Myers FLEX Pat Freiermuth,1,7.0,1181,0.0
CPT Diontae Johnson FLEX Najee Harris FLEX Ben Roethlisberger FLEX Chase Claypool FLEX DeeJay Dallas FLEX Penny Hart,3,9.0,1181,2.0
CPT Diontae Johnson FLEX Geno Smith FLEX DK Metcalf FLEX Alex Collins FLEX Steelers  FLEX Freddie Swain,5,19.0,1181,8.0
CPT Najee Harris FLEX Diontae Johnson FLEX Chase Claypool FLEX Steelers  FLEX Jason Myers FLEX Seahawks ,8,6.0,1181,21.0
CPT Tyler Lockett FLEX Najee Harris FLEX Diontae Johnson FLEX Alex Collins FLEX Gerald Everett FLEX Seahawks ,9,5.0,1181,15.0
CPT Najee Harris FLEX Diontae Johnson FLEX Chase Claypool FLEX Steelers  FLEX Seahawks  FLEX DeeJay Dallas,1,13.0,1181,0.0
CPT Najee Harris FLEX Diontae Johnson FLEX Chase Claypool FLEX Tyler Lockett FLEX Eric Ebron FLEX Travis Homer,4,10.0,1181,5.0
CPT Tyler Lockett FLEX Najee Harris FLEX DK Metcalf FLEX Alex Collins FLEX Seahawks  FLEX Pat Freiermuth,1,3.0,1181,1.0
CPT Najee Harris FLEX DK Metcalf FLEX Chase Claypool FLEX Alex Collins FLEX Steelers  FLEX Anthony Miller,82,16.0,1181,25.0
CPT Najee Harris FLEX DK Metcalf FLEX Chase Claypool FLEX Alex Collins FLEX Steelers  FLEX Benny Snell Jr.,19,10.0,1181,14.0
CPT Najee Harris FLEX Diontae Johnson FLEX Steelers  FLEX Gerald Everett FLEX Eric Ebron FLEX Freddie Swain,1,10.0,1181,0.0
CPT Geno Smith FLEX Ben Roethlisberger FLEX DK Metcalf FLEX Alex Collins FLEX Jason Myers FLEX DeeJay Dallas,1,8.0,1181,1.0
CPT Najee Harris FLEX Diontae Johnson FLEX Chase Claypool FLEX James Washington FLEX Jason Myers FLEX Eric Ebron,1,11.0,1181,3.0
CPT Najee Harris FLEX DK Metcalf FLEX Chase Claypool FLEX Alex Collins FLEX Steelers  FLEX Zach Gentry,1,2.0,1181,9.0
CPT Ben Roethlisberger FLEX Geno Smith FLEX Diontae Johnson FLEX Alex Collins FLEX Eric Ebron FLEX Ray-Ray McCloud III,1,1.0,1181,0.0
CPT Diontae Johnson FLEX Ben Roethlisberger FLEX Geno Smith FLEX Alex Collins FLEX Steelers  FLEX Kalen Ballage,1,0.0,1181,1.0
CPT Najee Harris FLEX Ben Roethlisberger FLEX Diontae Johnson FLEX Chris Carson FLEX Pat Freiermuth FLEX Anthony Miller,1,0.0,1181,1.0
CPT Najee Harris FLEX Ben Roethlisberger FLEX Tyler Lockett FLEX Steelers  FLEX Eric Ebron FLEX Will Dissly,1,7.0,1181,1.0
CPT Najee Harris FLEX Geno Smith FLEX Chase Claypool FLEX Tyler Lockett FLEX Pat Freiermuth FLEX DeeJay Dallas,54,49.0,1181,9.0
CPT Najee Harris FLEX Geno Smith FLEX Diontae Johnson FLEX Tyler Lockett FLEX Travis Homer FLEX Kalen Ballage,1,0.0,1181,0.0
CPT Najee Harris FLEX Ben Roethlisberger FLEX DK Metcalf FLEX Steelers  FLEX Freddie Swain FLEX DeeJay Dallas,2,49.0,1181,5.0
CPT Eric Ebron FLEX Najee Harris FLEX Ben Roethlisberger FLEX DK Metcalf FLEX Tyler Lockett FLEX Pat Freiermuth,3,2.0,1181,1.0
CPT DK Metcalf FLEX Najee Harris FLEX Chase Claypool FLEX Alex Collins FLEX Pat Freiermuth FLEX Freddie Swain,4,22.0,1181,0.0
CPT Diontae Johnson FLEX Najee Harris FLEX Chase Claypool FLEX Steelers  FLEX Gerald Everett FLEX Jason Myers,22,13.0,1181,16.0
CPT Diontae Johnson FLEX Najee Harris FLEX DK Metcalf FLEX Tyler Lockett FLEX Freddie Swain FLEX Will Dissly,13,19.0,1181,6.0
CPT DK Metcalf FLEX Najee Harris FLEX Chase Claypool FLEX Alex Collins FLEX Steelers  FLEX Travis Homer,1,7.0,1181,3.0
CPT Diontae Johnson FLEX Najee Harris FLEX Chase Claypool FLEX Steelers  FLEX Chris Boswell FLEX Seahawks ,2,6.0,1181,1.0
CPT Steelers  FLEX Najee Harris FLEX DK Metcalf FLEX Gerald Everett FLEX Chris Boswell FLEX Pat Freiermuth,1,7.0,1181,0.0
CPT Diontae Johnson FLEX Najee Harris FLEX Chase Claypool FLEX Steelers  FLEX Gerald Everett FLEX DeeJay Dallas,3,26.0,1181,1.0
CPT Diontae Johnson FLEX Najee Harris FLEX DK Metcalf FLEX Chase Claypool FLEX Jason Myers FLEX Penny Hart,4,4.0,1181,11.0
CPT Diontae Johnson FLEX Najee Harris FLEX DK Metcalf FLEX Chase Claypool FLEX DeeJay Dallas FLEX Penny Hart,2,8.0,1181,1.0
CPT Diontae Johnson FLEX DK Metcalf FLEX Chase Claypool FLEX Alex Collins FLEX Steelers  FLEX Eric Ebron,7,10.0,1181,5.0
CPT Geno Smith FLEX Najee Harris FLEX Diontae Johnson FLEX Chase Claypool FLEX Travis Homer FLEX DeeJay Dallas,1,9.0,1181,0.0
CPT Najee Harris FLEX Ben Roethlisberger FLEX Geno Smith FLEX Chase Claypool FLEX Travis Homer FLEX DeeJay Dallas,41,26.0,1181,8.0
CPT Najee Harris FLEX Ben Roethlisberger FLEX Geno Smith FLEX Diontae Johnson FLEX Colby Parkinson FLEX Kalen Ballage,1,0.0,1181,0.0
CPT DK Metcalf FLEX Najee Harris FLEX Geno Smith FLEX Alex Collins FLEX Seahawks  FLEX Ray-Ray McCloud III,12,1.0,1181,0.0
CPT DK Metcalf FLEX Najee Harris FLEX Ben Roethlisberger FLEX Chris Boswell FLEX Jason Myers FLEX Seahawks ,4,3.0,1181,6.0
CPT Steelers  FLEX Najee Harris FLEX Ben Roethlisberger FLEX Alex Collins FLEX James Washington FLEX Jason Myers,7,9.0,1181,1.0
CPT Alex Collins FLEX Najee Harris FLEX Ben Roethlisberger FLEX Chase Claypool FLEX Will Dissly FLEX Kalen Ballage,1,0.0,1181,1.0
CPT Seahawks  FLEX Najee Harris FLEX Ben Roethlisberger FLEX DK Metcalf FLEX Diontae Johnson FLEX Will Dissly,2,2.0,1181,1.0
CPT Alex Collins FLEX Ben Roethlisberger FLEX Diontae Johnson FLEX Tyler Lockett FLEX Chris Boswell FLEX Freddie Swain,1,20.0,1181,0.0
CPT Alex Collins FLEX Ben Roethlisberger FLEX DK Metcalf FLEX Diontae Johnson FLEX James Washington FLEX Travis Homer,1,4.0,1181,0.0
CPT Alex Collins FLEX Ben Roethlisberger FLEX Diontae Johnson FLEX Chase Claypool FLEX Jason Myers FLEX Travis Homer,1,4.0,1181,0.0
CPT Diontae Johnson FLEX Geno Smith FLEX Tyler Lockett FLEX Alex Collins FLEX Seahawks  FLEX Pat Freiermuth,1,3.0,1181,0.0
CPT Steelers  FLEX Najee Harris FLEX Geno Smith FLEX Diontae Johnson FLEX Chase Claypool FLEX DeeJay Dallas,23,42.0,1181,36.0
CPT Gerald Everett FLEX Najee Harris FLEX Geno Smith FLEX Tyler Lockett FLEX Alex Collins FLEX Jason Myers,2,3.0,1181,0.0
CPT Najee Harris FLEX DK Metcalf FLEX Chase Claypool FLEX James Washington FLEX Chris Boswell FLEX Pat Freiermuth,9,28.0,1181,3.0
CPT Eric Ebron FLEX Najee Harris FLEX DK Metcalf FLEX Diontae Johnson FLEX Tyler Lockett FLEX Gerald Everett,13,3.0,1181,7.0
CPT Najee Harris FLEX Tyler Lockett FLEX Alex Collins FLEX James Washington FLEX Gerald Everett FLEX Jason Myers,2,14.0,1181,0.0
CPT Najee Harris FLEX DK Metcalf FLEX Diontae Johnson FLEX Chase Claypool FLEX Eric Ebron FLEX Zach Gentry,2,1.0,1181,6.0
CPT Chase Claypool FLEX Najee Harris FLEX Diontae Johnson FLEX Alex Collins FLEX Freddie Swain FLEX DeeJay Dallas,2,60.0,1181,0.0
CPT Chase Claypool FLEX Najee Harris FLEX Diontae Johnson FLEX Alex Collins FLEX Jason Myers FLEX Freddie Swain,8,30.0,1181,2.0
CPT Najee Harris FLEX DK Metcalf FLEX Diontae Johnson FLEX Chase Claypool FLEX Eric Ebron FLEX Cody White,10,1.0,1181,7.0
CPT Najee Harris FLEX DK Metcalf FLEX Diontae Johnson FLEX Chase Claypool FLEX Eric Ebron FLEX Derek Watt,2,0.0,1181,6.0
CPT Najee Harris FLEX DK Metcalf FLEX Diontae Johnson FLEX Chase Claypool FLEX Eric Ebron FLEX Colby Parkinson,1,0.0,1181,6.0
CPT DeeJay Dallas FLEX Ben Roethlisberger FLEX Geno Smith FLEX Diontae Johnson FLEX Chase Claypool FLEX Alex Collins,2,10.0,1181,1.0
CPT Will Dissly FLEX Ben Roethlisberger FLEX Geno Smith FLEX Diontae Johnson FLEX Tyler Lockett FLEX Alex Collins,2,1.0,1181,1.0
CPT Najee Harris FLEX Ben Roethlisberger FLEX Chase Claypool FLEX Gerald Everett FLEX Pat Freiermuth FLEX Will Dissly,1,15.0,1181,1.0
CPT Najee Harris FLEX Ben Roethlisberger FLEX Tyler Lockett FLEX Jason Myers FLEX Seahawks  FLEX Pat Freiermuth,1,4.0,1181,0.0
CPT Najee Harris FLEX Ben Roethlisberger FLEX Tyler Lockett FLEX Alex Collins FLEX Gerald Everett FLEX Anthony Miller,15,16.0,1181,9.0
CPT Najee Harris FLEX Ben Roethlisberger FLEX Tyler Lockett FLEX Alex Collins FLEX Gerald Everett FLEX Benny Snell Jr.,5,10.0,1181,3.0
CPT Najee Harris FLEX Ben Roethlisberger FLEX Alex Collins FLEX Steelers  FLEX James Washington FLEX Freddie Swain,29,32.0,1181,6.0
CPT Najee Harris FLEX Geno Smith FLEX DK Metcalf FLEX Chase Claypool FLEX Travis Homer FLEX DeeJay Dallas,11,22.0,1181,1.0
CPT James Washington FLEX Najee Harris FLEX Ben Roethlisberger FLEX Alex Collins FLEX Steelers  FLEX Chris Boswell,4,10.0,1181,4.0
CPT Najee Harris FLEX Geno Smith FLEX DK Metcalf FLEX Diontae Johnson FLEX Benny Snell Jr. FLEX Kalen Ballage,1,0.0,1181,0.0
CPT Alex Collins FLEX Diontae Johnson FLEX Chase Claypool FLEX Chris Boswell FLEX Will Dissly FLEX Travis Homer,1,2.0,1181,0.0
CPT Alex Collins FLEX Najee Harris FLEX Diontae Johnson FLEX Chase Claypool FLEX James Washington FLEX Freddie Swain,6,24.0,1181,3.0
CPT Diontae Johnson FLEX Najee Harris FLEX Chase Claypool FLEX Alex Collins FLEX James Washington FLEX Penny Hart,1,5.0,1181,1.0
CPT DK Metcalf FLEX Najee Harris FLEX Diontae Johnson FLEX Chase Claypool FLEX Eric Ebron FLEX Travis Homer,4,5.0,1181,4.0
CPT Ben Roethlisberger FLEX Najee Harris FLEX DK Metcalf FLEX Steelers  FLEX Eric Ebron FLEX Will Dissly,1,2.0,1181,0.0
CPT Ben Roethlisberger FLEX Najee Harris FLEX Alex Collins FLEX James Washington FLEX Gerald Everett FLEX Jason Myers,2,4.0,1181,1.0
CPT Geno Smith FLEX Najee Harris FLEX DK Metcalf FLEX Steelers  FLEX Jason Myers FLEX Will Dissly,1,2.0,1181,1.0
CPT DK Metcalf FLEX Najee Harris FLEX Geno Smith FLEX Chase Claypool FLEX Pat Freiermuth FLEX DeeJay Dallas,126,22.0,1181,24.0
CPT Alex Collins FLEX Najee Harris FLEX Geno Smith FLEX Tyler Lockett FLEX Gerald Everett FLEX Seahawks ,18,3.0,1181,2.0
CPT Diontae Johnson FLEX Najee Harris FLEX Geno Smith FLEX Chase Claypool FLEX Ray-Ray McCloud III FLEX Will Dissly,1,5.0,1181,0.0
CPT Diontae Johnson FLEX Najee Harris FLEX Ben Roethlisberger FLEX Tyler Lockett FLEX Ray-Ray McCloud III FLEX Travis Homer,6,4.0,1181,0.0
CPT Chris Boswell FLEX Najee Harris FLEX Ben Roethlisberger FLEX Diontae Johnson FLEX Tyler Lockett FLEX Anthony Miller,2,2.0,1181,1.0
CPT Steelers  FLEX Najee Harris FLEX Ben Roethlisberger FLEX Diontae Johnson FLEX Jason Myers FLEX Seahawks ,3,4.0,1181,1.0
CPT Steelers  FLEX Najee Harris FLEX Ben Roethlisberger FLEX DK Metcalf FLEX Alex Collins FLEX Anthony Miller,2,9.0,1181,10.0
CPT Will Dissly FLEX Geno Smith FLEX DK Metcalf FLEX Diontae Johnson FLEX Tyler Lockett FLEX Alex Collins,1,1.0,1181,0.0
CPT DK Metcalf FLEX Najee Harris FLEX Ben Roethlisberger FLEX Steelers  FLEX Eric Ebron FLEX Will Dissly,1,3.0,1181,0.0
CPT DeeJay Dallas FLEX Geno Smith FLEX DK Metcalf FLEX Diontae Johnson FLEX Chase Claypool FLEX Alex Collins,1,8.0,1181,0.0
CPT Chris Boswell FLEX Najee Harris FLEX Ben Roethlisberger FLEX Diontae Johnson FLEX Tyler Lockett FLEX Benny Snell Jr.,1,1.0,1181,0.0
