id,active,status,first_name,last_name,team_code,team_id,position,height,weight,birth_date,age,depth_order,college,experience,injury_status,injury_body_part,injury_notes,injury_start_date,draftkings_name,fanduel_name,fantasydraft_name,yahoo_name,draftkings_player_id,fanduel_player_id,fantasyalarm_player_id,fantasydraft_player_id,rotowire_player_id,rotoworld_player_id,sportsdata_player_id,sportsdirect_player_id,sportsradar_player_id,stats_player_id,usatoday_player_id,yahoo_player_id,updated_at,league,rts_id
100855,FALSE,Inactive,Tommy,Champion,,0,OT,"6'5""",320,3/4/1997 0:00,25,0,Mississippi State,1,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,308371,NULL,15118,NULL,22408,130904,NULL,NULL,8249097,33268,01:57.5,nfl,0
100856,FALSE,Inactive,Marcus,Webb,,0,DE,"6'2""",247,9/4/1997 0:00,24,0,Troy,2,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,308368,NULL,15059,NULL,22409,121968,NULL,NULL,8277524,33290,01:57.5,nfl,0
100857,FALSE,Inactive,Gavin,Heslop,,0,CB,"6'0""",197,11/13/1997 0:00,24,0,Stony Brook,2,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,308355,NULL,15123,NULL,22412,176317,NULL,NULL,8249157,33283,01:57.6,nfl,0
100858,FALSE,Inactive,Cedrick,Lattimore,,0,DT,"6'3""",300,2/6/1998 0:00,24,0,Iowa,1,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,308716,NULL,15124,NULL,22465,121738,NULL,NULL,8249180,33285,01:58.6,nfl,0
100859,TRUE,Active,Cade,Johnson,,30,WR,"5'10""",184,4/10/1998 0:00,24,0,South Dakota State,1,NULL,NULL,NULL,0001-01-01 00:00:00,Cade Johnson,Cade Johnson,NULL,Cade Johnson,918238,150090,NULL,NULL,15427,NULL,22567,125006,NULL,NULL,8274158,33858,02:00.3,nfl,0
100860,FALSE,Inactive,Chris,Banjo,,0,FS,"5'10""",207,2/26/1990 0:00,32,0,Southern Methodist,9,NULL,NULL,NULL,0001-01-01 00:00:00,Chris Banjo,NULL,NULL,Chris Banjo,NULL,NULL,300825,NULL,9101,NULL,15011,37360,NULL,460828,8249286,26621,00:22.9,nfl,0
100861,TRUE,Active,Justin,Pugh,,1,G,"6'5""",311,8/15/1990 0:00,31,1,Syracuse,10,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,300665,NULL,8733,8473,15094,41856,NULL,NULL,8249462,26642,00:24.0,nfl,0
100862,FALSE,Inactive,Robert,Alford,,0,CB,"5'10""",186,11/1/1988 0:00,33,0,Southeastern Louisiana,10,NULL,NULL,NULL,0001-01-01 00:00:00,Robert Alford,NULL,NULL,Robert Alford,NULL,NULL,300430,NULL,8645,8462,15177,70422,NULL,468119,8249267,26683,00:25.1,nfl,0
100863,TRUE,Active,Malcolm,Butler,,21,CB,"5'11""",190,3/2/1990 0:00,32,1,West Alabama,9,NULL,NULL,NULL,0001-01-01 00:00:00,Malcolm Butler,NULL,NULL,Malcolm Butler,NULL,NULL,300521,NULL,9944,10172,16035,80672,NULL,704242,8274185,28244,00:27.9,nfl,0
100864,FALSE,Inactive,Clayton,Thorson,,0,QB,"6'4""",222,6/15/1995 0:00,27,0,Northwestern,2,NULL,NULL,NULL,0001-01-01 00:00:00,Clayton Thorson,Clayton Thorson,Clayton Thorson,Clayton Thorson,830853,55148,306874,830853,13513,NULL,20966,82772,NULL,830853,8251275,31999,01:30.4,nfl,0
100865,TRUE,Active,Oshane,Ximines,,23,OLB,"6'4""",252,12/7/1996 0:00,25,3,Old Dominion,4,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,306811,NULL,13891,NULL,21000,83675,NULL,NULL,8251324,31927,01:31.7,nfl,0
100866,TRUE,Active,Jackson,Barton,,25,OT,"6'7""",302,8/8/1995 0:00,26,3,Utah,4,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,306948,NULL,13721,NULL,21026,81111,NULL,NULL,8276509,32072,01:32.5,nfl,0
100867,FALSE,Inactive,Cullen,Gillaspia,,0,FB,"6'2""",235,5/12/1995 0:00,27,0,Texas A&M,4,NULL,NULL,NULL,0001-01-01 00:00:00,Cullen Gillaspia,Cullen Gillaspia,Cullen Gillaspia,Cullen Gillaspia,835830,56099,306946,835830,13988,NULL,21126,85296,NULL,835830,8274389,32052,01:35.1,nfl,0
100868,TRUE,Active,Alex,Bachman,,23,WR,"6'0""",190,5/29/1996 0:00,26,0,Wake Forest,3,NULL,NULL,NULL,0001-01-01 00:00:00,Alex Bachman,Alex Bachman,Alex Bachman,Alex Bachman,884315,64634,307195,884315,13911,NULL,21294,92445,NULL,884315,8251007,32124,01:38.4,nfl,0
100869,TRUE,Active,Rayshawn,Jenkins,,15,FS,"6'1""",220,1/25/1994 0:00,28,1,Miami (FL),6,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,305448,NULL,11994,NULL,19026,57029,NULL,NULL,8275117,30226,00:55.0,nfl,0
100870,TRUE,Active,Jamal,Agnew,,15,WR,"5'10""",190,4/3/1995 0:00,27,2,San Diego,6,NULL,NULL,NULL,0001-01-01 00:00:00,Jamal Agnew,Jamal Agnew,NULL,Jamal Agnew,752646,79979,304894,NULL,12205,NULL,19044,80530,NULL,NULL,8275101,30278,00:55.6,nfl,0
100871,TRUE,Active,Rudy,Ford,,15,SS,"6'0""",204,11/1/1994 0:00,27,3,Auburn,6,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,Johnathan Ford,NULL,NULL,NULL,41346,304696,NULL,11989,NULL,19069,74203,NULL,746881,8275112,30321,00:56.4,nfl,0
100872,FALSE,Inactive,Daniel,Ross,,0,DT,"6'4""",300,3/15/1993 0:00,29,0,Northeast Mississippi CC,5,NULL,NULL,NULL,0001-01-01 00:00:00,Daniel Ross,NULL,NULL,Daniel Ross,NULL,NULL,304958,NULL,12455,NULL,19508,126095,NULL,1050928,8258814,30802,01:01.7,nfl,0
100873,FALSE,Inactive,Taywan,Taylor,,0,WR,"5'11""",205,3/2/1995 0:00,27,0,Western Kentucky,5,NULL,NULL,NULL,0001-01-01 00:00:00,Taywan Taylor,Taywan Taylor,Taywan Taylor,Taywan Taylor,750698,47780,305327,750698,11880,12203,18971,76079,NULL,750698,8275014,30185,00:53.0,nfl,0
100874,TRUE,Active,Roderick,Johnson,,16,OT,"6'6""",306,11/28/1995 0:00,26,0,Florida State,6,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,304848,NULL,11800,NULL,19042,82487,NULL,NULL,8292127,30273,00:55.5,nfl,0
100875,TRUE,Active,Desmond,King II,,13,FS,"5'10""",200,12/14/1994 0:00,27,2,Iowa,6,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,305447,NULL,11999,NULL,19062,75538,NULL,NULL,8274996,30264,00:56.1,nfl,0
100876,TRUE,Active,Vincent,Taylor,,2,DT,"6'2""",296,1/5/1994 0:00,28,2,Oklahoma State,6,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,305072,NULL,11944,NULL,19099,75245,NULL,744902,8275016,30307,00:57.2,nfl,0
100877,TRUE,Active,Dare,Ogunbowale,,13,RB,"5'10""",205,5/4/1994 0:00,28,0,Wisconsin,4,NULL,NULL,NULL,0001-01-01 00:00:00,Dare Ogunbowale,Dare Ogunbowale,Dare Ogunbowale,Dare Ogunbowale,703015,28827,304954,703015,11768,12943,19626,59933,NULL,703015,8258798,30860,01:02.9,nfl,0
100878,TRUE,Active,DJ,Chark Jr.,,11,WR,"6'4""",210,9/23/1996 0:00,25,1,LSU,5,NULL,NULL,NULL,0001-01-01 00:00:00,DJ Chark Jr.,DJ Chark Jr.,DJ Chark Jr.,D.J. Chark Jr.,822008,52917,305874,822008,12820,13096,19816,81866,NULL,822008,8258734,31031,01:04.2,nfl,0
100879,TRUE,Active,Taven,Bryan,,8,DT,"6'4""",291,3/11/1996 0:00,26,1,Florida,5,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,305841,NULL,12470,NULL,19846,81873,NULL,820420,8258731,30999,01:05.2,nfl,0
100880,TRUE,Active,Will,Richardson Jr.,,15,G,"6'6""",306,1/4/1996 0:00,26,2,North Carolina State,5,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,305935,NULL,12635,NULL,19938,82191,NULL,NULL,8258810,31099,01:08.8,nfl,0
100881,TRUE,Active,William,Gholston,,33,DE,"6'6""",281,7/31/1991 0:00,30,2,Michigan State,10,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,301599,NULL,8664,8545,15200,49467,NULL,557359,8257105,26749,00:25.5,nfl,0
100882,FALSE,Inactive,Kevin,Minter,,0,ILB,"6'0""",246,12/3/1990 0:00,31,0,LSU,10,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,302307,NULL,8694,8443,15227,41046,NULL,494295,8257139,26668,00:25.9,nfl,0
100883,TRUE,Active,Ross,Cockrell,,33,CB,"6'0""",190,8/6/1991 0:00,30,2,Duke,9,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,300409,NULL,9655,9598,15988,41360,NULL,499673,8257075,27637,00:27.6,nfl,0
100884,TRUE,Active,Josh,Wells,,33,OT,"6'6""",306,2/14/1991 0:00,31,2,James Madison,8,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,302650,NULL,9965,NULL,16268,58741,NULL,NULL,8257173,27882,00:29.4,nfl,0
100885,TRUE,Active,Mekhi,Becton,,24,OT,"6'7""",364,4/18/1999 0:00,23,1,Louisville,3,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,307694,NULL,14391,NULL,22009,129643,NULL,NULL,8254730,32681,01:50.0,nfl,0
100886,FALSE,Inactive,Cameron,Clark,,0,OT,"6'4""",308,11/16/1997 0:00,24,0,Charlotte,2,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,307608,NULL,14622,NULL,22011,94395,NULL,NULL,8254747,32799,01:50.0,nfl,0
100887,TRUE,Active,Lamar,Jackson,,6,CB,"6'2""",208,4/13/1998 0:00,24,3,Nebraska,3,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,308496,NULL,14583,NULL,22049,120337,NULL,NULL,8292120,33336,01:50.9,nfl,0
100888,TRUE,Active,Bryce,Hall,,24,CB,"6'1""",202,11/5/1997 0:00,24,2,Virginia,3,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,307879,NULL,14445,NULL,22076,120673,NULL,NULL,8254774,32828,01:51.4,nfl,0
100889,TRUE,Active,Javelin,Guidry,,24,CB,"5'9""",191,8/6/1998 0:00,23,2,Utah,3,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,307744,NULL,14454,NULL,22081,127381,NULL,NULL,8254771,33333,01:51.6,nfl,0
100890,TRUE,Active,Mike,Williams,,29,WR,"6'4""",220,10/4/1994 0:00,27,1,Clemson,6,NULL,NULL,NULL,0001-01-01 00:00:00,Mike Williams,Mike Williams,Mike Williams,Mike Williams,733754,39829,305444,733754,11885,12183,18914,72551,NULL,733754,8253513,30120,00:50.9,nfl,0
100891,FALSE,Inactive,B.J.,Bello,,0,ILB,"6'3""",229,10/31/1994 0:00,27,0,Illinois State,5,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,304838,NULL,12434,NULL,19441,59960,NULL,691741,8275025,30539,01:01.0,nfl,0
100892,TRUE,Active,Storm,Norton,,29,OT,"6'7""",317,5/16/1994 0:00,28,1,Toledo,3,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,304895,NULL,12437,NULL,19486,58245,NULL,NULL,8253465,30772,01:01.4,nfl,0
100893,TRUE,Active,Michael,Davis,,29,CB,"6'2""",196,1/6/1995 0:00,27,2,Brigham Young,6,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,305433,NULL,12357,NULL,19560,74807,NULL,NULL,8253402,30422,01:02.2,nfl,0
100894,TRUE,Active,T.J.,Edwards,,26,ILB,"6'1""",242,8/12/1996 0:00,25,1,Wisconsin,4,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,307308,NULL,13460,NULL,20749,82915,NULL,836191,8250373,32403,01:22.4,nfl,0
100895,TRUE,Active,Travis,Fulgham,,10,WR,"6'2""",215,9/13/1995 0:00,26,3,Old Dominion,4,NULL,NULL,NULL,0001-01-01 00:00:00,Travis Fulgham,Travis Fulgham,Travis Fulgham,Travis Fulgham,839325,57651,306904,839325,13735,NULL,20762,83611,NULL,839325,8291697,32016,01:22.8,nfl,0
100896,TRUE,Active,Nate,Herbig,,24,G,"6'4""",334,7/10/1998 0:00,23,2,Stanford,4,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,307307,NULL,13464,NULL,20799,122564,NULL,NULL,8250411,32405,01:24.2,nfl,0
100897,TRUE,Active,Elijah,Holyfield,,7,RB,"5'10""",215,11/30/1997 0:00,24,0,Georgia,2,NULL,NULL,NULL,0001-01-01 00:00:00,Elijah Holyfield,Elijah Holyfield,Elijah Holyfield,Elijah Holyfield,922028,71355,307096,922028,13534,NULL,20809,120778,NULL,922028,8250424,32148,01:24.5,nfl,0
100898,TRUE,Active,Tyree,Jackson,,26,TE,"6'7""",249,11/7/1997 0:00,24,3,Buffalo,2,NULL,NULL,NULL,0001-01-01 00:00:00,Tyree Jackson,Tyree Jackson,Tyree Jackson,Tyree Jackson,881048,63851,306980,881048,13551,NULL,20823,94411,NULL,881048,8250446,32415,01:25.0,nfl,0
100899,TRUE,Active,Austin,Ekeler,,29,RB,"5'10""",200,5/17/1995 0:00,27,1,Western State (CO),6,NULL,NULL,NULL,0001-01-01 00:00:00,Austin Ekeler,Austin Ekeler,Austin Ekeler,Austin Ekeler,790004,80001,305437,790004,12401,12563,19562,126097,NULL,790004,8253408,30423,01:02.2,nfl,0
100900,TRUE,Active,Derwin,James Jr.,,29,SS,"6'2""",215,8/3/1996 0:00,25,1,Florida State,5,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,305824,NULL,12464,13120,19837,92321,NULL,867045,8253435,30987,01:04.8,nfl,0
100901,TRUE,Active,Uchenna,Nwosu,,30,OLB,"6'2""",251,12/28/1996 0:00,25,1,USC,5,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,305877,NULL,12844,NULL,19859,82021,NULL,835906,8253467,31018,01:05.7,nfl,0
100902,TRUE,Active,Justin,Jones,,6,DT,"6'3""",309,8/28/1996 0:00,25,1,North Carolina State,5,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,305910,NULL,12785,NULL,19881,92982,NULL,832421,8253443,31054,01:06.6,nfl,0
100903,TRUE,Active,Austin,Mack,,31,WR,"6'2""",215,8/31/1997 0:00,24,3,Ohio State,3,NULL,NULL,NULL,0001-01-01 00:00:00,Austin Mack,Austin Mack,NULL,Austin Mack,911710,68685,307735,NULL,14546,NULL,21862,123534,NULL,NULL,8251158,33039,01:46.8,nfl,0
100904,TRUE,Active,Carter,Coughlin,,23,LB,"6'3""",236,7/21/1997 0:00,24,2,Minnesota,3,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,307994,NULL,14580,NULL,21902,121504,NULL,NULL,8251045,32888,01:47.7,nfl,0
100905,TRUE,Active,Xavier,McKinney,,23,S,"6'0""",201,8/8/1998 0:00,23,1,Alabama,3,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,308005,NULL,14617,NULL,21936,126386,NULL,NULL,8251174,32706,01:48.4,nfl,0
100906,FALSE,Inactive,Cale,Garrett,,0,LB,"6'1""",234,12/2/1997 0:00,24,0,Missouri,1,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,307634,NULL,14741,NULL,21976,119631,NULL,NULL,8274388,33339,01:49.2,nfl,0
100907,TRUE,Active,Cam,Brown,,23,LB,"6'5""",233,4/1/1998 0:00,24,3,Penn State,3,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,307939,NULL,14596,NULL,21978,122512,NULL,NULL,8251027,32852,01:49.3,nfl,0
100908,FALSE,Inactive,Stephen,Guidry,,0,WR,"6'4""",200,3/25/1997 0:00,25,0,Mississippi State,1,NULL,NULL,NULL,0001-01-01 00:00:00,Stephen Guidry,Stephen Guidry,NULL,NULL,1110269,91214,307606,NULL,14441,NULL,21954,135172,NULL,NULL,8250754,33094,01:48.8,nfl,0
100909,TRUE,Active,Aaron,Parker,,16,WR,"6'3""",208,5/21/1998 0:00,24,0,Rhode Island,2,NULL,NULL,NULL,0001-01-01 00:00:00,Aaron Parker,Aaron Parker,NULL,Aaron Parker,924598,130320,307905,NULL,14642,NULL,21969,125003,NULL,NULL,8275808,33095,01:49.2,nfl,0
100910,FALSE,Inactive,Sewo,Olonilua,,0,FB,"6'3""",240,11/27/1997 0:00,24,0,TCU,2,NULL,NULL,NULL,0001-01-01 00:00:00,Sewo Olonilua,Sewo Olonilua,NULL,Sewo Olonilua,913373,69894,307897,NULL,14658,NULL,21971,120430,NULL,NULL,8250883,33099,01:49.2,nfl,0
100911,TRUE,Active,Ulysees,Gilbert III,,28,ILB,"6'0""",230,8/9/1997 0:00,24,3,Akron,4,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,306921,NULL,13632,NULL,20771,91233,NULL,NULL,8253968,32039,01:23.1,nfl,0
100912,FALSE,Inactive,Dwayne,Haskins,,0,QB,"6'4""",218,5/3/1997 0:00,25,0,Ohio State,4,NULL,NULL,NULL,0001-01-01 00:00:00,Dwayne Haskins Jr.,Dwayne Haskins Jr.,Dwayne Haskins Jr.,Dwayne Haskins Jr.,946582,73183,306751,946582,13558,13979,20795,123170,NULL,946582,8274754,31847,01:24.0,nfl,0
100913,TRUE,Active,Sua,Opeta,,26,G,"6'4""",305,8/15/1996 0:00,25,2,Weber State,3,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,307304,NULL,13880,NULL,20902,88738,NULL,NULL,8250506,32406,01:27.9,nfl,0
100914,TRUE,Active,Ross,Pierschbacher,,24,C,"6'4""",315,5/5/1995 0:00,27,3,Alabama,4,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,306889,NULL,13540,NULL,20910,83227,NULL,NULL,8276345,31985,01:28.3,nfl,0
100915,TRUE,Active,Miles,Sanders,,26,RB,"5'11""",211,5/1/1997 0:00,25,1,Penn State,4,NULL,NULL,NULL,0001-01-01 00:00:00,Miles Sanders,Miles Sanders,Miles Sanders,Miles Sanders,924261,71845,306778,924261,13521,14040,20933,122602,NULL,924261,8250556,31885,01:29.1,nfl,0
100916,FALSE,Inactive,Caleb,Wilson,,0,TE,"6'4""",240,7/15/1996 0:00,25,0,UCLA,2,NULL,NULL,NULL,0001-01-01 00:00:00,Caleb Wilson,Caleb Wilson,Caleb Wilson,Caleb Wilson,924062,71767,306932,924062,13444,14054,20993,120536,NULL,924062,8275419,32086,01:31.5,nfl,0
100917,TRUE,Active,Dee,Eskridge,,30,WR,"5'9""",190,3/23/1997 0:00,25,2,Western Michigan,2,NULL,NULL,NULL,0001-01-01 00:00:00,Dee Eskridge,Dee Eskridge,NULL,D'Wayne Eskridge,926280,72182,NULL,NULL,15461,NULL,22569,123592,NULL,NULL,8274150,33444,02:00.3,nfl,0
100918,TRUE,Active,Tamorrion,Terry,,30,WR,"6'4""",209,3/21/1998 0:00,23,2,Florida State,0,,,,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15217,NULL,22611,NULL,NULL,NULL,NULL,33863,03:20.3,nfl,0
100919,TRUE,Active,Josh,Johnson,,30,RB,"5'9""",209,12/26/1997 0:00,24,0,Louisiana-Monroe,1,NULL,NULL,NULL,0001-01-01 00:00:00,Josh Johnson,Josh Johnson,NULL,Josh Johnson,1138941,96798,NULL,NULL,15581,NULL,22652,139263,NULL,NULL,8274159,33859,02:01.6,nfl,0
100920,TRUE,Active,Connor,Wedington,,13,WR,"6'0""",204,5/28/1999 0:00,23,3,Stanford,1,NULL,NULL,NULL,0001-01-01 00:00:00,Connor Wedington,Connor Wedington,NULL,Connor Wedington,1060317,89632,NULL,NULL,15356,NULL,22681,127307,NULL,NULL,8274176,33864,02:02.3,nfl,0
100921,TRUE,Active,Tre,Brown,,30,CB,"5'10""",185,9/24/1997 0:00,24,1,Oklahoma,2,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15477,NULL,22726,127649,NULL,NULL,8274144,33525,02:03.3,nfl,0
100922,FALSE,Inactive,Aashari,Crosswell,,0,S,"6'0""",208,8/8/2000 0:00,21,0,Arizona State,0,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15624,NULL,22751,135957,NULL,NULL,8274145,33852,02:03.8,nfl,0
100923,TRUE,Active,Jake,Curhan,,30,OT,"6'6""",316,2/9/1998 0:00,24,1,California,2,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15496,NULL,22752,119401,NULL,NULL,8274146,33853,02:03.9,nfl,0
100924,TRUE,Active,Stone,Forsythe,,30,OT,"6'8""",307,12/29/1997 0:00,24,2,Florida,2,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15553,NULL,22816,119876,NULL,NULL,8274153,33596,02:05.2,nfl,0
100925,TRUE,Active,Jared,Hocker,,15,G,"6'6""",327,7/11/1998 0:00,23,3,Texas A&M,1,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15568,NULL,22840,128765,NULL,NULL,8274155,33857,02:05.8,nfl,0
100926,FALSE,Inactive,Bryan,Mills,,0,CB,"6'1""",174,8/3/1999 0:00,22,0,North Carolina Central,0,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15449,NULL,22888,182056,NULL,NULL,8291990,33861,02:06.9,nfl,0
100927,FALSE,Inactive,B.J.,Emmons,,0,RB,"6'0""",220,7/3/1997 0:00,24,0,Florida Atlantic,0,NULL,NULL,NULL,0001-01-01 00:00:00,B.J. Emmons,B.J. Emmons,NULL,NULL,932719,72344,NULL,NULL,15520,NULL,22955,119100,NULL,NULL,8274676,33855,02:08.2,nfl,0
100928,TRUE,Active,Jon,Rhattigan,,30,LB,"6'0""",236,2/2/1999 0:00,23,3,Army,2,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15770,NULL,22956,128375,NULL,NULL,8274165,33862,02:08.3,nfl,0
100929,TRUE,Active,Andrew,Thomas,,23,OT,"6'5""",315,1/22/1999 0:00,23,1,Georgia,3,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,308014,NULL,14360,NULL,22025,130063,NULL,NULL,8251272,32674,01:50.3,nfl,0
100930,TRUE,Active,Matt,Peart,,23,OT,"6'5""",310,6/11/1997 0:00,25,3,Connecticut,3,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,307973,NULL,14676,NULL,22035,90922,NULL,NULL,8251196,32769,01:50.6,nfl,0
100931,TRUE,Active,Shane,Lemieux,,23,G,"6'4""",316,5/12/1997 0:00,25,1,Oregon,3,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,307835,NULL,14669,NULL,22039,91477,NULL,NULL,8251147,32820,01:50.6,nfl,0
100932,TRUE,Active,Darnay,Holmes,,23,CB,"5'10""",195,6/23/1998 0:00,24,1,UCLA,3,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,307620,NULL,14535,NULL,22050,126232,NULL,NULL,8251124,32780,01:50.9,nfl,0
100933,FALSE,Inactive,Kyle,Murphy,,0,G,"6'4""",302,5/18/1998 0:00,24,0,Rhode Island,3,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,308519,NULL,14673,NULL,22091,176615,NULL,NULL,8251194,33050,01:51.8,nfl,0
100934,TRUE,Active,Trey,Sermon,,31,RB,"6'0""",215,1/30/1999 0:00,23,0,Ohio State,2,NULL,NULL,NULL,0001-01-01 00:00:00,Trey Sermon,Trey Sermon,NULL,Trey Sermon,976236,86646,NULL,NULL,15413,NULL,21801,127741,NULL,NULL,8274249,33476,01:45.9,nfl,0
100935,TRUE,Active,Javon,Kinlaw,,31,DT,"6'5""",319,10/3/1997 0:00,24,1,South Carolina,3,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,307701,NULL,14444,NULL,21867,130492,NULL,NULL,8249715,32684,01:46.9,nfl,0
100936,TRUE,Active,Colton,McKivitz,,31,OL,"6'6""",301,8/9/1996 0:00,25,2,West Virginia,3,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,307987,NULL,14671,NULL,22023,92014,NULL,NULL,8249743,32823,01:50.3,nfl,0
100937,FALSE,Inactive,Darrion,Daniels,,0,DL,"6'3""",331,12/4/1997 0:00,24,0,Nebraska,1,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,308651,NULL,14551,NULL,22074,91229,NULL,NULL,8249609,33195,01:51.4,nfl,0
100938,TRUE,Active,Jared,Mayden,,26,S,"6'0""",205,6/24/1998 0:00,24,3,Alabama,2,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,307658,NULL,14780,NULL,22103,119118,NULL,NULL,8277501,33201,01:52.0,nfl,0
100939,FALSE,Inactive,Anthony,Johnson,,0,WR,"6'2""",220,1/29/1995 0:00,27,0,Buffalo,1,NULL,NULL,NULL,0001-01-01 00:00:00,Anthony Johnson,Anthony Johnson,NULL,Anthony Johnson,945145,72961,307235,NULL,13788,NULL,20830,121783,NULL,NULL,8253985,32482,01:25.3,nfl,0
100940,TRUE,Active,Tyler,Biadasz,,9,C,"6'3""",316,11/20/1997 0:00,24,1,Wisconsin,3,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,307864,NULL,14485,NULL,21995,120130,NULL,NULL,8250683,32816,01:49.7,nfl,0
