"id","team_id","game_id","implied_total","implied_tds","proj_plays","proj_rush_rate","proj_rush_td_ratio","proj_rush_attempts","proj_pass_attempts","proj_rush_tds","proj_pass_tds","proj_tds","sack_rate","updated_at"
1402,33,310,28.25,0.0,65.0,0.3726,0.3711,24.2162,40.7838,1.1727,1.9872,3.16,0.0348,"2021-09-27 19:42:12.069169"
1403,32,310,26.75,0.0,65.788,0.35,0.3,23.0258,42.7622,0.8977,2.0945,2.9922,0.0502,"2021-09-27 19:42:12.11505"
1473,15,314,19.75,0.0,63.83,0.3683,0.3435,23.5107,40.3193,0.7589,1.4503,2.2092,0.0779,"2021-10-05 02:05:45.6726"
1474,7,314,26.75,0.0,61.338,0.4883,0.3638,29.9534,31.3846,1.0886,1.9036,2.9922,0.0556,"2021-10-05 02:05:45.727505"
1475,35,315,24.5,0.0,60.131,0.4465,0.3635,26.8503,33.2807,0.9962,1.7443,2.7405,0.0511,"2021-10-05 02:05:45.783828"
1476,2,315,23.0,0.0,63.474,0.4052,0.3577,25.7216,37.7524,0.9202,1.6525,2.5727,0.0428,"2021-10-05 02:05:45.84055"
1477,13,316,15.0,0.0,57.965,0.4416,0.376,25.5981,32.3669,0.6308,1.0471,1.6779,0.042,"2021-10-05 02:05:45.894484"
1478,4,316,32.0,0.0,64.875,0.4092,0.4011,26.5466,38.3284,1.4357,2.1437,3.5794,0.0726,"2021-10-05 02:05:45.949705"
1479,11,317,19.0,0.0,61.273,0.4483,0.3616,27.4707,33.8023,0.7685,1.3568,2.1253,0.1193,"2021-10-05 02:05:46.00474"
1480,6,317,22.0,0.0,56.516,0.485,0.4013,27.4103,29.1057,0.9874,1.4734,2.4609,0.0792,"2021-10-05 02:05:46.067126"
1481,5,318,23.75,0.0,60.979,0.425,0.3794,25.9161,35.0629,1.0078,1.6488,2.6566,0.099,"2021-10-05 02:05:46.126287"
1482,9,318,27.75,0.0,61.322,0.3617,0.3856,22.1781,39.1439,1.1969,1.9071,3.104,0.0415,"2021-10-05 02:05:46.181501"
1483,14,319,19.5,0.0,63.296,0.444,0.3778,28.1043,35.1917,0.824,1.3572,2.1812,0.0679,"2021-10-05 02:05:46.235354"
1484,19,319,22.0,0.0,60.601,0.415,0.3927,25.1494,35.4516,0.9663,1.4946,2.4609,0.0545,"2021-10-05 02:05:46.287319"
1485,8,320,26.25,0.0,58.993,0.4814,0.4077,28.4,30.593,1.197,1.7392,2.9362,0.0819,"2021-10-05 02:05:46.33836"
1486,20,320,25.25,0.0,60.788,0.4018,0.3462,24.4254,36.3626,0.9778,1.8466,2.8244,0.0982,"2021-10-05 02:05:46.400004"
1487,23,321,17.5,0.0,62.917,0.3917,0.3956,24.6425,38.2745,0.7744,1.1831,1.9575,0.0735,"2021-10-05 02:05:46.45888"
1488,22,321,24.5,0.0,59.385,0.4468,0.3596,26.533,32.852,0.9855,1.755,2.7405,0.0588,"2021-10-05 02:05:46.512335"
1489,34,322,25.0,0.0,62.669,0.4983,0.4321,31.2301,31.4389,1.2084,1.588,2.7964,0.0952,"2021-10-05 02:05:46.567385"
1490,24,322,19.0,0.0,57.275,0.4224,0.3525,24.1928,33.0822,0.7492,1.376,2.1253,0.0755,"2021-10-05 02:05:46.63427"
1491,16,323,30.5,0.0,65.691,0.425,0.3667,27.9187,37.7723,1.2511,2.1606,3.4116,0.0451,"2021-10-05 02:05:46.7014"
1492,26,323,23.5,0.0,59.309,0.4917,0.4046,29.1603,30.1487,1.0636,1.565,2.6286,0.0531,"2021-10-05 02:05:46.765331"
1493,1,324,24.75,0.0,63.561,0.4163,0.4049,26.4592,37.1018,1.121,1.6474,2.7685,0.0725,"2021-10-05 02:05:46.823349"
1494,32,324,29.25,0.0,59.397,0.415,0.3536,24.6486,34.7484,1.1568,2.115,3.2718,0.0512,"2021-10-05 02:05:46.881981"
1495,30,325,24.75,0.0,62.228,0.4548,0.3812,28.2996,33.9284,1.0553,1.7131,2.7685,0.0445,"2021-09-28 12:24:50.744202"
1496,31,325,27.0,0.0,61.694,0.4783,0.4007,29.5103,32.1837,1.2102,1.8099,3.0201,0.0676,"2021-10-05 02:05:46.997487"
1499,28,327,19.5,0.0,60.033,0.3946,0.3626,23.6918,36.3412,0.791,1.3902,2.1812,0.0522,"2021-10-05 02:05:47.18546"
1500,12,327,26.0,0.0,58.953,0.4431,0.3474,26.1199,32.8331,1.0103,1.898,2.9083,0.0535,"2021-10-05 02:05:47.255842"
1501,33,328,28.25,0.0,60.589,0.4017,0.3597,24.3366,36.2524,1.1365,2.0234,3.16,0.034,"2021-10-05 02:05:47.326283"
1502,21,328,21.25,0.0,63.652,0.3717,0.3707,23.6573,39.9947,0.8811,1.4959,2.377,0.0704,"2021-10-05 02:05:47.382031"
1503,25,329,24.25,0.0,65.432,0.385,0.397,25.1913,40.2407,1.0769,1.6356,2.7125,0.0412,"2021-10-05 02:05:47.458404"
1504,29,329,27.75,0.0,62.335,0.4083,0.3537,25.4535,36.8815,1.0978,2.0062,3.104,0.0513,"2021-10-05 02:05:47.546329"
1527,30,325,24.5,0.0,59.857,0.43,0.3807,25.7393,34.1177,1.0433,1.6972,2.7405,0.0532,"2021-10-05 02:05:46.939146"
1881,3,538,22.5,0.0,57.762,0.455,0.3936,26.2817,31.4803,0.9906,1.5262,2.5168,0.0547,"2021-10-05 02:05:47.060022"
1882,10,538,22.75,0.0,62.095,0.415,0.4025,25.7694,36.3256,1.0243,1.5205,2.5447,0.0775,"2021-09-29 01:31:50.900403"
1946,10,538,21.5,0.0,62.095,0.415,0.4025,25.7694,36.3256,0.968,1.4369,2.4049,0.0775,"2021-10-05 02:05:47.12214"
2465,32,330,28.5,0.0,62.05,0.443,0.3474,27.4851,34.5649,1.1074,2.0805,3.1879,0.0802,"2021-10-06 19:39:30.360376"
2466,30,330,26.0,0.0,60.982,0.4181,0.4009,25.4936,35.4884,1.166,1.7423,2.9083,0.038,"2021-10-06 19:39:30.40867"
2467,24,331,21.5,0.0,59.7779,0.402,0.3505,24.0308,35.7471,0.8429,1.562,2.4049,0.0664,"2021-10-06 19:39:30.453564"
2468,2,331,24.0,0.0,64.542,0.4195,0.3796,27.0776,37.4644,1.0189,1.6656,2.6846,0.0756,"2021-10-11 20:15:21.525474"
2469,26,332,21.75,0.0,57.762,0.4016,0.3638,23.1954,34.5666,0.885,1.5479,2.4329,0.0661,"2021-10-11 20:15:21.571129"
2470,5,332,24.25,0.0,64.8099,0.4583,0.4023,29.7045,35.1053,1.0913,1.6212,2.7125,0.0829,"2021-10-06 20:17:08.400752"
2471,12,333,26.75,0.0,61.8559,0.4123,0.3797,25.5053,36.3506,1.1361,1.8561,2.9922,0.0709,"2021-10-06 20:17:08.470085"
2472,7,333,23.25,0.0,56.8319,0.4493,0.3504,25.5346,31.2973,0.9112,1.6894,2.6007,0.0651,"2021-10-06 20:17:08.538051"
2473,21,334,24.5,0.0,62.6739,0.4083,0.3988,25.5918,37.082,1.0928,1.6477,2.7405,0.0748,"2021-10-06 20:17:08.604503"
2474,13,334,15.0,0.0,59.1099,0.485,0.3985,28.6683,30.4416,0.6687,1.0091,1.6779,0.0536,"2021-10-06 20:17:08.670173"
2475,34,335,26.25,0.0,64.8719,0.475,0.4109,30.8141,34.0577,1.2065,1.7297,2.9362,0.0484,"2021-10-11 20:15:21.860535"
2476,15,335,22.25,0.0,57.4999,0.403,0.3914,23.1744,34.3254,0.9741,1.5147,2.4888,0.0684,"2021-10-06 20:17:08.805725"
2477,11,336,19.75,0.0,62.7759,0.4097,0.3805,25.7172,37.0586,0.8406,1.3686,2.2092,0.0621,"2021-10-11 20:15:21.954977"
2478,20,336,25.5,0.0,60.788,0.4317,0.3453,26.2402,34.5478,0.9848,1.8676,2.8523,0.0707,"2021-10-05 03:17:54.382172"
2479,10,337,19.25,0.0,61.7019,0.442,0.3758,27.2743,34.4275,0.8092,1.344,2.1532,0.0638,"2021-10-06 19:39:32.088676"
2480,28,337,20.75,0.0,57.94,0.3517,0.3737,20.3756,37.5644,0.8674,1.4536,2.321,0.0683,"2021-10-06 19:39:32.148337"
2481,19,338,18.5,0.0,62.1459,0.3617,0.3798,22.4761,39.6698,0.786,1.2833,2.0694,0.0411,"2021-10-06 19:39:32.196459"
2482,33,338,29.0,0.0,65.432,0.4008,0.3677,26.2274,39.2046,1.1928,2.0511,3.2438,0.0581,"2021-10-11 20:15:22.187811"
2483,22,339,23.25,0.0,61.872,0.4773,0.3704,29.5336,32.3384,0.9633,1.6374,2.6007,0.0333,"2021-10-06 19:39:32.299222"
2484,35,339,20.25,0.0,59.5439,0.4217,0.3623,25.1077,34.4362,0.8207,1.4444,2.2651,0.0565,"2021-10-11 20:15:22.281964"
2485,8,340,22.25,0.0,60.7699,0.4905,0.4038,29.8046,30.9652,1.0049,1.4839,2.4888,0.0715,"2021-10-11 20:15:22.328621"
2486,29,340,24.75,0.0,60.966,0.3948,0.3518,24.0664,36.8996,0.9738,1.7946,2.7685,0.0814,"2021-10-11 20:15:22.373212"
2487,6,341,20.0,0.0,61.516,0.4647,0.4197,28.5845,32.9315,0.9388,1.2983,2.2371,0.0865,"2021-10-11 20:15:22.418056"
2488,25,341,25.0,0.0,63.1659,0.4039,0.3622,25.5117,37.6542,1.0128,1.7836,2.7964,0.0954,"2021-10-11 20:15:22.463811"
2489,31,342,22.0,0.0,61.7079,0.446,0.3749,27.5228,34.1851,0.9225,1.5383,2.4609,0.059,"2021-10-08 20:16:32.428873"
2490,1,342,27.5,0.0,62.3479,0.4675,0.4017,29.1487,33.1991,1.2356,1.8404,3.0761,0.057,"2021-10-08 20:16:32.487982"
2491,23,343,22.5,0.0,59.7899,0.3883,0.3898,23.2184,36.5715,0.981,1.5357,2.5168,0.045,"2021-10-06 19:39:32.772604"
2492,9,343,29.75,0.0,62.8919,0.471,0.3819,29.619,33.2729,1.2708,2.0569,3.3277,0.0516,"2021-10-08 20:16:32.603652"
2493,4,344,27.0,0.0,63.9939,0.449,0.4057,28.7312,35.2627,1.2251,1.795,3.0201,0.0622,"2021-10-08 20:16:32.662258"
2494,16,344,29.5,0.0,61.5,0.4108,0.3442,25.2622,36.2378,1.1357,2.164,3.2998,0.0392,"2021-10-08 20:16:32.717856"
2495,14,345,19.25,0.0,60.9579,0.395,0.3717,24.0784,36.8795,0.8004,1.3529,2.1532,0.0747,"2021-10-08 20:16:32.773465"
2496,3,345,25.75,0.0,59.364,0.495,0.3858,29.3852,29.9788,1.1113,1.769,2.8803,0.063,"2021-10-08 20:16:32.830692"
2561,32,330,26.75,0.0,61.872,0.4383,0.3647,27.1206,34.7514,1.0913,1.9009,2.9922,0.0704,"2021-10-05 12:18:19.344295"
2566,5,332,24.25,0.0,64.8099,0.4583,0.4023,29.7045,35.1053,1.0913,1.6212,2.7125,0.0829,"2021-10-11 20:15:21.618235"
2567,12,333,27.25,0.0,61.8559,0.4123,0.3797,25.5053,36.3506,1.1573,1.8908,3.0481,0.0709,"2021-10-08 20:16:31.394707"
2568,7,333,24.25,0.0,56.8319,0.4493,0.3504,25.5346,31.2973,0.9504,1.7621,2.7125,0.0651,"2021-10-08 20:16:31.466102"
2569,21,334,24.0,0.0,62.6739,0.4083,0.3988,25.5918,37.082,1.0705,1.614,2.6846,0.0748,"2021-10-08 20:16:31.524083"
2570,13,334,15.5,0.0,59.1099,0.485,0.3985,28.6683,30.4416,0.691,1.0428,1.7338,0.0536,"2021-10-08 20:16:31.580099"
2571,34,335,26.25,0.0,64.8719,0.475,0.4109,30.8141,34.0577,1.2065,1.7297,2.9362,0.0484,"2021-10-08 20:16:31.645348"
2572,15,335,22.25,0.0,57.4999,0.403,0.3914,23.1744,34.3254,0.9741,1.5147,2.4888,0.0684,"2021-10-08 20:16:31.701443"
2574,20,336,28.25,0.0,60.61,0.4417,0.3545,26.7694,33.8406,1.1204,2.0396,3.16,0.0752,"2021-10-06 19:39:32.043127"
2579,22,339,23.25,0.0,61.872,0.4773,0.3704,29.5336,32.3384,0.9633,1.6374,2.6007,0.0333,"2021-10-06 20:33:22.195035"
2585,31,342,21.25,0.0,61.7079,0.446,0.3749,27.5228,34.1851,0.8911,1.4859,2.377,0.059,"2021-10-11 20:15:22.507939"
2586,1,342,26.75,0.0,62.3479,0.4675,0.4017,29.1487,33.1991,1.2019,1.7902,2.9922,0.057,"2021-10-11 19:57:30.768039"
2587,23,343,22.75,0.0,59.7899,0.3883,0.3898,23.2184,36.5715,0.9919,1.5528,2.5447,0.045,"2021-10-08 20:16:32.546425"
2588,9,343,29.75,0.0,62.8919,0.471,0.3819,29.619,33.2729,1.2708,2.0569,3.3277,0.0516,"2021-10-11 19:57:30.892478"
2589,4,344,26.75,0.0,63.9939,0.449,0.4057,28.7312,35.2627,1.2138,1.7784,2.9922,0.0622,"2021-10-11 19:57:30.950341"
2590,16,344,29.25,0.0,61.5,0.4108,0.3442,25.2622,36.2378,1.1261,2.1457,3.2718,0.0392,"2021-10-11 19:57:31.013629"
2591,14,345,19.5,0.0,60.9579,0.395,0.3717,24.0784,36.8795,0.8107,1.3705,2.1812,0.0747,"2021-10-11 19:57:31.092138"
2592,3,345,26.5,0.0,59.364,0.495,0.3858,29.3852,29.9788,1.1437,1.8205,2.9642,0.063,"2021-10-11 19:57:31.166824"
2599,12,333,26.75,0.0,61.8559,0.4123,0.3797,25.5053,36.3506,1.1361,1.8561,2.9922,0.0709,"2021-10-11 20:15:21.664597"
2600,7,333,24.25,0.0,56.8319,0.4493,0.3504,25.5346,31.2973,0.9504,1.7621,2.7125,0.0651,"2021-10-11 20:15:21.710342"
2601,21,334,23.25,0.0,62.6739,0.4083,0.3988,25.5918,37.082,1.0371,1.5636,2.6007,0.0748,"2021-10-11 20:15:21.755656"
2602,13,334,15.75,0.0,59.1099,0.485,0.3985,28.6683,30.4416,0.7021,1.0596,1.7617,0.0536,"2021-10-11 20:15:21.810679"
2604,15,335,22.25,0.0,57.4999,0.403,0.3914,23.1744,34.3254,0.9741,1.5147,2.4888,0.0684,"2021-10-11 20:15:21.907071"
2611,22,339,22.75,0.0,61.872,0.4773,0.3704,29.5336,32.3384,0.9425,1.6022,2.5447,0.0333,"2021-10-11 20:15:22.236973"
2618,1,342,26.75,0.0,62.3479,0.4675,0.4017,29.1487,33.1991,1.2019,1.7902,2.9922,0.057,"2021-10-11 20:15:22.551756"
2619,23,343,22.75,0.0,59.7899,0.3883,0.3898,23.2184,36.5715,0.9919,1.5528,2.5447,0.045,"2021-10-11 19:57:30.834802"
2620,9,343,29.75,0.0,62.8919,0.471,0.3819,29.619,33.2729,1.2708,2.0569,3.3277,0.0516,"2021-10-11 20:15:22.640667"
2621,4,344,26.75,0.0,63.9939,0.449,0.4057,28.7312,35.2627,1.2138,1.7784,2.9922,0.0622,"2021-10-11 20:15:22.685298"
2622,16,344,29.25,0.0,61.5,0.4108,0.3442,25.2622,36.2378,1.1261,2.1457,3.2718,0.0392,"2021-10-11 20:15:22.730916"
2623,14,345,19.5,0.0,60.9579,0.395,0.3717,24.0784,36.8795,0.8107,1.3705,2.1812,0.0747,"2021-10-11 20:15:22.786856"
2624,3,345,26.5,0.0,59.364,0.495,0.3858,29.3852,29.9788,1.1437,1.8205,2.9642,0.063,"2021-10-11 20:15:22.831172"
2651,23,343,22.75,0.0,59.7899,0.3883,0.3898,23.2184,36.5715,0.9919,1.5528,2.5447,0.045,"2021-10-11 20:15:22.595008"
2945,32,330,28.5,0.0,62.05,0.443,0.3474,27.4851,34.5649,1.1074,2.0805,3.1879,0.0802,"2021-10-06 20:01:31.096463"
2946,30,330,26.0,0.0,60.982,0.4181,0.4009,25.4936,35.4884,1.166,1.7423,2.9083,0.038,"2021-10-11 20:15:21.432405"
2947,24,331,21.5,0.0,59.7779,0.402,0.3505,24.0308,35.7471,0.8429,1.562,2.4049,0.0664,"2021-10-06 20:01:31.217003"
2948,2,331,25.0,0.0,64.542,0.4195,0.3796,27.0776,37.4644,1.0614,1.735,2.7964,0.0756,"2021-10-06 20:01:31.289791"
2949,26,332,20.25,0.0,57.762,0.4016,0.3638,23.1954,34.5666,0.824,1.4411,2.2651,0.0661,"2021-10-06 20:01:31.363531"
2950,5,332,24.25,0.0,64.8099,0.4583,0.4023,29.7045,35.1053,1.0913,1.6212,2.7125,0.0829,"2021-10-06 20:01:31.450368"
2951,12,333,26.75,0.0,61.8559,0.4123,0.3797,25.5053,36.3506,1.1361,1.8561,2.9922,0.0709,"2021-10-06 20:01:31.515046"
2952,7,333,23.25,0.0,56.8319,0.4493,0.3504,25.5346,31.2973,0.9112,1.6894,2.6007,0.0651,"2021-10-06 20:01:31.604105"
2953,21,334,24.5,0.0,62.6739,0.4083,0.3988,25.5918,37.082,1.0928,1.6477,2.7405,0.0748,"2021-10-06 20:01:31.665905"
2954,13,334,15.0,0.0,59.1099,0.485,0.3985,28.6683,30.4416,0.6687,1.0091,1.6779,0.0536,"2021-10-06 20:01:31.73225"
2955,34,335,26.25,0.0,64.8719,0.475,0.4109,30.8141,34.0577,1.2065,1.7297,2.9362,0.0484,"2021-10-06 20:01:31.792544"
2957,11,336,21.25,0.0,62.7759,0.4097,0.3805,25.7172,37.0586,0.9044,1.4725,2.377,0.0621,"2021-10-06 20:17:08.875238"
2958,20,336,29.75,0.0,60.61,0.4417,0.3545,26.7694,33.8406,1.1798,2.1479,3.3277,0.0752,"2021-10-11 20:15:22.000907"
2959,10,337,20.5,0.0,61.7019,0.442,0.3758,27.2743,34.4275,0.8618,1.4313,2.2931,0.0638,"2021-10-11 20:15:22.046539"
2960,28,337,19.0,0.0,57.94,0.3517,0.3737,20.3756,37.5644,0.7943,1.331,2.1253,0.0683,"2021-10-11 20:15:22.095802"
2961,19,338,19.0,0.0,62.1459,0.3617,0.3798,22.4761,39.6698,0.8072,1.318,2.1253,0.0411,"2021-10-11 20:15:22.142333"
2962,33,338,29.0,0.0,65.432,0.4008,0.3677,26.2274,39.2046,1.1928,2.0511,3.2438,0.0581,"2021-10-06 20:17:09.178822"
2963,22,339,23.25,0.0,61.872,0.4773,0.3704,29.5336,32.3384,0.9633,1.6374,2.6007,0.0333,"2021-10-06 20:17:09.238449"
2964,35,339,21.75,0.0,59.5439,0.4217,0.3623,25.1077,34.4362,0.8815,1.5514,2.4329,0.0565,"2021-10-06 20:17:09.301766"
2965,8,340,24.5,0.0,60.7699,0.4905,0.4038,29.8046,30.9652,1.1065,1.634,2.7405,0.0715,"2021-10-06 20:17:09.36188"
2966,29,340,25.5,0.0,60.966,0.3948,0.3518,24.0664,36.8996,1.0034,1.849,2.8523,0.0814,"2021-10-06 20:17:09.421917"
2967,6,341,20.5,0.0,61.516,0.4647,0.4197,28.5845,32.9315,0.9623,1.3308,2.2931,0.0865,"2021-10-06 20:17:09.483413"
2968,25,341,25.5,0.0,63.1659,0.4039,0.3622,25.5117,37.6542,1.0331,1.8193,2.8523,0.0954,"2021-10-06 20:17:09.543997"
2969,31,342,22.0,0.0,61.7079,0.446,0.3749,27.5228,34.1851,0.9225,1.5383,2.4609,0.059,"2021-10-06 20:17:09.606133"
2970,1,342,27.5,0.0,62.3479,0.4675,0.4017,29.1487,33.1991,1.2356,1.8404,3.0761,0.057,"2021-10-06 20:17:09.667167"
2971,23,343,22.5,0.0,59.7899,0.3883,0.3898,23.2184,36.5715,0.981,1.5357,2.5168,0.045,"2021-10-06 20:17:09.731173"
2972,9,343,29.5,0.0,62.8919,0.471,0.3819,29.619,33.2729,1.2602,2.0396,3.2998,0.0516,"2021-10-06 20:17:09.793086"
2973,4,344,27.0,0.0,63.9939,0.449,0.4057,28.7312,35.2627,1.2251,1.795,3.0201,0.0622,"2021-10-06 20:17:09.857625"
2974,16,344,29.5,0.0,61.5,0.4108,0.3442,25.2622,36.2378,1.1357,2.164,3.2998,0.0392,"2021-10-06 20:17:09.922378"
2975,14,345,20.0,0.0,60.9579,0.395,0.3717,24.0784,36.8795,0.8315,1.4056,2.2371,0.0747,"2021-10-06 20:17:09.9861"
2976,3,345,27.0,0.0,59.364,0.495,0.3858,29.3852,29.9788,1.1653,1.8549,3.0201,0.063,"2021-10-06 20:17:10.053111"
2977,32,330,28.5,0.0,62.05,0.443,0.3474,27.4851,34.5649,1.1074,2.0805,3.1879,0.0802,"2021-10-11 20:15:21.385798"
2979,24,331,21.5,0.0,59.7779,0.402,0.3505,24.0308,35.7471,0.8429,1.562,2.4049,0.0664,"2021-10-11 20:15:21.480522"
2980,2,331,25.0,0.0,64.542,0.4195,0.3796,27.0776,37.4644,1.0614,1.735,2.7964,0.0756,"2021-10-06 20:17:08.25708"
3745,33,346,28.75,0.0,64.9663,0.4017,0.3483,26.0948,38.8715,1.1202,2.0957,3.2159,0.0472,"2021-10-18 22:50:11.161777"
3746,26,346,22.25,0.0,59.9183,0.3817,0.3707,22.8688,37.0495,0.9226,1.5662,2.4888,0.0516,"2021-10-18 22:50:11.221172"
3747,19,347,25.0,0.0,60.0063,0.405,0.3906,24.3025,35.7037,1.0924,1.704,2.7964,0.0444,"2021-10-18 22:50:11.269884"
3748,15,347,22.0,0.0,62.406,0.4301,0.399,26.8377,35.5683,0.9819,1.479,2.4609,0.0636,"2021-10-18 22:50:11.317335"
3749,29,348,24.25,0.0,63.0003,0.3783,0.3716,23.8351,39.1652,1.0081,1.7044,2.7125,0.0659,"2021-10-18 22:50:11.367674"
3750,3,348,26.75,0.0,61.3763,0.4815,0.3966,29.5527,31.8236,1.1866,1.8056,2.9922,0.0505,"2021-10-18 22:50:11.424924"
3751,20,349,23.75,0.0,60.076,0.4123,0.3491,24.7663,35.3097,0.9274,1.7292,2.6566,0.0828,"2021-10-18 22:50:11.475943"
3752,5,349,24.0,0.0,63.3099,0.4497,0.4105,28.4684,34.8415,1.102,1.5825,2.6846,0.0781,"2021-10-12 03:54:35.526602"
3753,12,350,24.75,0.0,59.8743,0.4296,0.3528,25.721,34.1533,0.9766,1.7919,2.7685,0.0914,"2021-10-18 22:50:11.598248"
3754,6,350,19.25,0.0,57.8503,0.4624,0.4012,26.749,31.1013,0.8638,1.2894,2.1532,0.081,"2021-10-18 22:50:11.655924"
3755,7,351,25.0,0.0,56.6723,0.4717,0.3596,26.7304,29.9418,1.0057,1.7907,2.7964,0.0645,"2021-10-18 22:50:11.700742"
3756,11,351,21.5,0.0,63.3983,0.3758,0.3871,23.8261,39.5721,0.931,1.474,2.4049,0.0817,"2021-10-18 22:50:11.767457"
3757,13,352,16.5,0.0,56.6163,0.4756,0.3441,26.9276,29.6886,0.635,1.2106,1.8456,0.0545,"2021-10-18 22:50:11.820756"
3758,14,352,26.5,0.0,62.5643,0.4517,0.379,28.2582,34.3061,1.1234,1.8408,2.9642,0.0701,"2021-10-18 22:50:11.872614"
3759,32,353,28.75,0.0,61.2843,0.4489,0.3575,27.5095,33.7748,1.1498,2.0661,3.2159,0.0543,"2021-10-18 22:50:11.923143"
3760,23,353,19.75,0.0,63.0523,0.3979,0.4099,25.0874,37.9648,0.9056,1.3035,2.2092,0.033,"2021-10-18 22:50:11.971928"
3761,16,354,30.25,0.0,66.5,0.4077,0.3412,27.1121,39.388,1.1546,2.2291,3.3837,0.0378,"2021-10-18 22:50:12.01708"
3762,35,354,24.5,0.0,59.4183,0.4567,0.3896,27.1383,32.28,1.0678,1.6727,2.7405,0.0394,"2021-10-15 23:24:27.272196"
3763,1,355,24.0,0.0,59.186,0.445,0.395,26.3397,32.8463,1.0604,1.6242,2.6846,0.0738,"2021-10-15 23:24:27.333117"
3764,8,355,26.5,0.0,61.9543,0.4761,0.4032,29.4944,32.4599,1.1951,1.7691,2.9642,0.0725,"2021-10-15 23:24:27.399262"
3765,25,356,20.5,0.0,60.8443,0.3779,0.379,22.993,37.8512,0.869,1.424,2.2931,0.067,"2021-10-15 23:24:27.458387"
3766,10,356,23.5,0.0,63.0083,0.4406,0.3846,27.7614,35.2468,1.0111,1.6176,2.6286,0.0676,"2021-10-15 23:24:27.526438"
3767,9,357,27.0,0.0,62.3883,0.495,0.3667,30.8822,31.5061,1.1074,1.9128,3.0201,0.0479,"2021-10-15 23:24:27.587523"
3768,21,357,22.5,0.0,60.3303,0.3617,0.3787,21.8194,38.5108,0.953,1.5637,2.5168,0.0649,"2021-10-15 23:24:27.645774"
3769,30,358,18.5,0.0,58.2383,0.4318,0.3581,25.1444,33.0939,0.7409,1.3284,2.0694,0.0512,"2021-10-15 23:24:27.705818"
3770,28,358,23.5,0.0,63.118,0.398,0.3747,25.1199,37.9981,0.9848,1.6438,2.6286,0.0683,"2021-10-15 23:24:27.769173"
3771,4,359,29.75,0.0,62.2783,0.4503,0.3883,28.0439,34.2344,1.2921,2.0357,3.3277,0.0886,"2021-10-15 23:24:27.832141"
3772,34,359,24.25,0.0,61.8563,0.4417,0.3897,27.3198,34.5364,1.057,1.6555,2.7125,0.0414,"2021-10-15 23:24:28.105724"
3790,35,354,23.75,0.0,59.4183,0.4567,0.3896,27.1383,32.28,1.0351,1.6215,2.6566,0.0394,"2021-10-18 22:50:12.062341"
3791,1,355,22.5,0.0,59.186,0.445,0.395,26.3397,32.8463,0.9941,1.5227,2.5168,0.0738,"2021-10-18 22:50:12.108844"
3792,8,355,26.0,0.0,61.9543,0.4761,0.4032,29.4944,32.4599,1.1725,1.7357,2.9083,0.0725,"2021-10-18 22:50:12.155135"
3793,25,356,19.75,0.0,60.8443,0.3779,0.379,22.993,37.8512,0.8373,1.3719,2.2092,0.067,"2021-10-18 22:50:12.203114"
3794,10,356,23.75,0.0,63.0083,0.4406,0.3846,27.7614,35.2468,1.0218,1.6348,2.6566,0.0676,"2021-10-18 22:50:12.2487"
3795,9,357,26.75,0.0,62.3883,0.495,0.3667,30.8822,31.5061,1.0971,1.8951,2.9922,0.0479,"2021-10-18 22:50:12.298788"
3796,21,357,23.25,0.0,60.3303,0.3617,0.3787,21.8194,38.5108,0.9848,1.6159,2.6007,0.0649,"2021-10-18 22:50:12.346422"
3797,30,358,18.75,0.0,58.2383,0.4318,0.3581,25.1444,33.0939,0.751,1.3464,2.0973,0.0512,"2021-10-18 22:50:12.395163"
3798,28,358,23.75,0.0,63.118,0.398,0.3747,25.1199,37.9981,0.9953,1.6613,2.6566,0.0683,"2021-10-18 22:50:12.437817"
3799,4,359,29.5,0.0,62.2783,0.4503,0.3883,28.0439,34.2344,1.2812,2.0186,3.2998,0.0886,"2021-10-18 22:50:12.495014"
3800,34,359,23.5,0.0,61.8563,0.4417,0.3897,27.3198,34.5364,1.0243,1.6043,2.6286,0.0414,"2021-10-18 22:50:12.538511"
3808,5,349,21.25,0.0,63.6003,0.4461,0.4135,28.3731,35.2271,0.9828,1.3942,2.377,0.0718,"2021-10-18 22:50:11.543405"
4249,10,360,19.75,0.0,59.5473,0.416,0.3479,24.7691,34.7782,0.7686,1.4406,2.2092,0.0801,"2021-10-25 23:53:15.287962"
4250,8,360,20.75,0.0,58.1747,0.4592,0.4129,26.7132,31.4615,0.9584,1.3626,2.321,0.082,"2021-10-21 18:26:28.302594"
4251,7,361,20.0,0.0,57.3887,0.4067,0.354,23.3381,34.0506,0.7921,1.4451,2.2371,0.066,"2021-10-21 18:26:28.362446"
4252,3,361,26.5,0.0,63.6593,0.4167,0.4058,26.5247,37.1346,1.203,1.7613,2.9642,0.0707,"2021-10-21 18:26:28.419626"
4253,35,362,20.5,0.0,57.7673,0.4205,0.3752,24.2886,33.4787,0.8605,1.4326,2.2931,0.0574,"2021-10-21 18:26:28.477341"
4254,12,362,28.0,0.0,63.4173,0.4316,0.3568,27.3703,36.0471,1.1174,2.0146,3.132,0.0467,"2021-10-21 18:26:28.535916"
4255,2,363,25.0,0.0,66.0873,0.4033,0.3518,26.6501,39.4372,0.9837,1.8127,2.7964,0.0566,"2021-10-21 18:26:28.592282"
